"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"C" 15.7973018325 0.886387654811821 14.1201808694757 15.1965385799281 15.7674511429534 16.3616356282066 17.6403613783237 1.00150538934973 2600
"D" 0.290882468209696 0.0364201300960758 0.227280541347404 0.265864822711588 0.288122340023109 0.312756954393804 0.371084479974255 1.00342692625525 750
"K_V" 0.771904944837242 0.148919874158734 0.512939522305938 0.667791817804023 0.76000607372887 0.861761054529117 1.10364946233045 1.0050794214882 460
"Q" 10.5093381919409 1.23428213441719 8.19356715086901 9.67717822737981 10.4374501651286 11.314247551113 13.0891016158333 1.00123437665198 4100
"deviance" 3.49297125938735 4.26032597278666 -2.65980632265791 0.430379659156107 2.80212823927965 5.79867312292746 13.8716942311831 1.00085655424035 6000
"r_P" 0.518326097187799 0.0472828019834464 0.428580456956314 0.48643457542355 0.517775677186426 0.548922366045033 0.613413923244168 1.00129396305151 3700
"r_V" 2.26357990618986 0.153193879611892 1.97070663901382 2.1603236835834 2.25822466887248 2.36372118056708 2.57853156156187 1.0041955636455 580
"sigma2_P" 0.0459119118070628 0.00673927086475133 0.0345203113241127 0.0410148002114295 0.0453656787424882 0.0501646376612622 0.0607798531703619 1.00076719723921 6000
"sigma2_V" 0.0705103901264127 0.0105620869782969 0.052801283485187 0.062955515558547 0.0694737995560728 0.0768538319175991 0.0939532736980012 1.00126270307281 3900
