"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"C" 16.7368989046535 2.4068295661615 12.9125006503926 15.0999174056524 16.4139420090217 17.9991722463323 22.2225014927642 1.00467493245915 510
"D" 1.93231584934973 0.387897010617314 1.35295506305517 1.66818021756472 1.87607580464732 2.11941943708808 2.84450513316054 1.00491903293181 480
"K_V" 0.939523152039187 0.168895538645765 0.65539803569767 0.819429365384332 0.92210635539836 1.04161983092365 1.31846291253772 1.00276855045612 990
"deviance" 77.1376688241045 4.53560344260464 70.5321694896493 73.8004754293243 76.3713594332668 79.7184589511404 87.9388136658303 1.00118564775669 4900
"epsilon" 0.0183694786759398 0.00829943992597686 0.0102332915323966 0.0123707555615879 0.0158632311339503 0.021552038346798 0.0411525701522173 1.00139656160759 3100
"r_P" -0.0281668359272971 0.034354830649737 -0.0972979299499551 -0.050528113127749 -0.0276387189516138 -0.00529092515297703 0.0385166690099615 1.00087362568275 6000
"r_V" 1.90361567334513 0.12745492536616 1.66014564121783 1.8158611510872 1.90324533991388 1.98779471200528 2.15580260729933 1.00211631487293 1500
"sigma2_P" 0.11195008781377 0.0165526407769398 0.0837756692535347 0.100332670527344 0.110594159203969 0.121934972131203 0.148468606629493 1.00114069007397 5100
"sigma2_V" 0.0611176771428525 0.00921029175679553 0.0458610225649165 0.054576614796314 0.0600688618816316 0.0666744189828759 0.0814447547723093 1.00079467469997 6000
