"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 1.1775","-2.9572"," 2.1102"
"3"," 1.6116","-2.6134"," 2.0163"
"4"," 1.7814","-2.4206"," 2.3203"
"5"," 1.6593","-1.9306"," 2.2822"
"6"," 2.0201","-2.0989"," 1.8495"
"7"," 1.6328","-1.4764"," 2.2710"
"8"," 1.5513","-0.8667"," 2.0846"
"9"," 2.0212","-1.2031"," 2.6434"
"10"," 1.6031","-1.2008"," 2.0446"
"11"," 1.5182","-1.1034"," 2.3790"
"12"," 1.2344","-1.3211"," 1.6932"
"13"," 1.8663","-1.3783"," 2.0551"
"14"," 1.8603","-0.8993"," 2.3293"
"15"," 1.8285","-1.1070"," 2.2686"
"16"," 1.5727","-1.1898"," 2.2528"
"17"," 1.5755","-0.9782"," 1.7433"
"18"," 1.7428","-1.0291"," 2.2892"
"19"," 1.9633","-0.9603"," 2.5324"
"20"," 1.9666","-1.1821"," 2.1145"
"21"," 1.7901","-1.0973"," 2.1644"
"22"," 1.3756","-1.0463"," 2.2553"
"23"," 1.7143","-1.2158"," 1.9974"
"24"," 1.8273","-1.2615"," 2.1793"
"25"," 2.2454","-1.0815"," 2.2049"
"26"," 1.8773","-0.5014"," 2.3135"
"27"," 1.5766","-0.8709"," 1.8023"
"28"," 1.2007","-1.1626"," 2.0328"
"29"," 1.7803","-1.1460"," 2.1400"
"30"," 1.3660","-0.7754"," 1.9711"
"31"," 1.3585","-1.2343"," 2.1684"
"32"," 1.5939","-1.3790"," 2.2710"
"33"," 1.6777","-1.1361"," 2.0185"
"34"," 1.7617","-0.9378"," 2.1047"
"35"," 1.4957","-0.7536"," 1.7595"
"36"," 1.4262","-1.2141"," 2.0047"
"37"," 1.8086","-1.3919"," 2.1522"
"38"," 1.7296","-0.7405"," 2.3763"
"39"," 1.9999","-1.0523"," 2.1835"
"40"," 1.7591","-1.1877"," 1.8976"
"41"," 1.9646","-1.4443"," 2.1085"
"42"," 1.4978","-1.1337"," 2.5485"
"43"," 1.2248","-1.4205"," 1.7815"
"44"," 1.7305","-1.2415"," 2.0645"
"45"," 1.5932","-1.0495"," 2.0729"
"46"," 1.7542","-1.0626"," 2.1139"
"47"," 1.7270","-1.3199"," 2.0349"
"48"," 1.4462","-1.3686"," 1.6353"
"49"," 1.5842","-1.3707"," 1.9776"
"50"," 1.5211","-0.7776"," 2.1665"
"51"," 1.4936","-0.5621"," 1.8715"
"52"," 1.2572","-0.8877"," 1.8717"
"53"," 1.5025","-1.4559"," 2.3785"
"54"," 1.8630","-1.3650"," 2.2983"
"55"," 1.6719","-1.3506"," 2.2904"
"56"," 1.7309","-1.3392"," 2.1679"
"57"," 1.8463","-1.1636"," 1.9036"
"58"," 1.8200","-1.4483"," 2.3438"
"59"," 1.5991","-1.1997"," 2.2367"
"60"," 1.5761","-1.1522"," 2.1839"
"61"," 1.7561","-1.1230"," 2.1485"
"62"," 1.6449","-1.1254"," 1.8816"
"63"," 1.5392","-1.4267"," 2.0232"
"64"," 2.0261","-1.1824"," 1.9413"
"65"," 1.8263","-1.1207"," 2.2790"
"66"," 1.6996","-0.8637"," 2.1666"
"67"," 1.4726","-1.0503"," 2.0055"
"68"," 1.9645","-1.3626"," 2.0518"
"69"," 2.0463","-1.1517"," 2.2277"
"70"," 2.3894","-0.9181"," 2.1215"
"71"," 2.0872","-0.5113"," 1.8931"
"72"," 2.2510","-0.6280"," 2.1406"
"73"," 1.8601","-0.6497"," 2.6498"
"74"," 1.5318","-0.6651"," 2.1416"
"75"," 1.7341","-0.9884"," 2.0878"
"76"," 1.6064","-1.2184"," 1.9361"
"77"," 1.6780","-1.3287"," 1.8055"
"78"," 1.9759","-1.1714"," 2.1393"
"79"," 1.9864","-0.8499"," 1.9840"
"80"," 1.8802","-0.9723"," 2.4134"
"81"," 1.4108","-1.0156"," 2.0527"
"82"," 1.4731","-1.5580"," 1.9306"
"83"," 2.0852","-1.7433"," 2.3579"
"84"," 1.8760","-1.7796"," 2.3097"
"85"," 1.6576","-1.3548"," 2.4141"
"86"," 1.9301","-1.5072"," 2.1988"
"87"," 1.7189","-1.0241"," 1.9534"
"88"," 1.6714","-0.7239"," 1.8987"
"89"," 1.8282","-0.8956"," 1.9495"
"90"," 1.7911","-1.3066"," 1.5707"
"91"," 2.0194","-1.5747"," 2.2642"
"92"," 1.7664","-1.4258"," 2.4458"
"93"," 1.5594","-1.3633"," 2.0810"
"94"," 1.9079","-1.3431"," 2.1386"
"95"," 2.3596","-1.0824"," 2.5125"
"96"," 1.8713","-1.0825"," 1.8791"
"97"," 1.8417","-0.9000"," 2.3806"
"98"," 1.5805","-0.6860"," 2.2076"
"99"," 1.4963","-0.4449"," 2.1280"
"100"," 1.4638","-0.6151"," 2.4291"
