"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 1.3869","-2.4041"," 2.2163"
"3"," 2.0135","-2.2083"," 2.0679"
"4"," 2.1472","-1.8582"," 2.1187"
"5"," 1.7502","-1.3648"," 1.9646"
"6"," 1.8196","-1.0924"," 2.3510"
"7"," 1.6260","-0.9267"," 1.9139"
"8"," 1.6795","-1.1569"," 2.0255"
"9"," 1.5859","-0.5855"," 1.6765"
"10"," 1.5396","-0.7409"," 2.3065"
"11"," 1.1589","-0.7069"," 2.0249"
"12"," 1.5132","-1.5066"," 2.0204"
"13"," 1.8971","-1.6404"," 2.0434"
"14"," 1.7214","-1.5917"," 2.2921"
"15"," 1.4704","-1.4125"," 2.1411"
"16"," 1.7268","-1.4689"," 2.3210"
"17"," 1.8304","-1.3219"," 2.3422"
"18"," 1.2017","-1.0902"," 1.9520"
"19"," 1.1655","-1.2035"," 2.1494"
"20"," 1.9090","-1.4678"," 2.4707"
"21"," 1.7813","-1.1047"," 2.1284"
"22"," 1.6545","-1.0165"," 2.1620"
"23"," 2.1737","-1.1832"," 2.2568"
"24"," 1.8683","-1.0943"," 2.1840"
"25"," 1.5190","-0.9205"," 1.6619"
"26"," 1.9701","-0.8934"," 2.4778"
"27"," 1.9084","-0.7781"," 2.4008"
"28"," 1.8386","-0.7784"," 1.7451"
"29"," 1.8769","-0.5280"," 2.2207"
"30"," 1.7917","-0.4245"," 2.3314"
"31"," 1.5237","-0.9933"," 2.0863"
"32"," 1.5460","-1.1000"," 1.9925"
"33"," 2.1614","-1.2084"," 2.2086"
"34"," 1.7580","-1.3496"," 2.5909"
"35"," 1.7706","-1.4239"," 2.3026"
"36"," 1.6756","-1.2125"," 2.5853"
"37"," 1.5714","-1.2069"," 2.1371"
"38"," 2.0112","-1.6293"," 2.2939"
"39"," 2.1827","-1.4454"," 2.1277"
"40"," 1.9801","-1.0792"," 2.1434"
"41"," 1.5775","-0.5024"," 2.0403"
"42"," 1.2467","-0.5641"," 2.2363"
"43"," 1.1456","-1.1032"," 2.1528"
"44"," 1.5306","-1.4471"," 2.1395"
"45"," 1.6605","-1.3744"," 1.5290"
"46"," 1.4012","-1.4567"," 1.7018"
"47"," 1.8509","-1.5245"," 2.0060"
"48"," 1.6318","-1.1804"," 2.7478"
"49"," 2.0029","-1.2318"," 2.7141"
"50"," 1.8320","-1.3699"," 1.6282"
"51"," 1.6333","-1.2465"," 1.9741"
"52"," 1.6277","-1.3289"," 1.9449"
"53"," 1.9976","-1.5786"," 2.2297"
"54"," 1.7783","-1.2064"," 2.1220"
"55"," 1.5966","-0.9135"," 2.0447"
"56"," 1.1907","-0.8814"," 1.6148"
"57"," 1.3364","-1.2480"," 2.2568"
"58"," 1.8712","-1.2391"," 2.2455"
"59"," 1.8801","-0.9425"," 2.0216"
"60"," 1.8056","-0.6242"," 2.5519"
"61"," 1.9132","-0.8782"," 2.3330"
"62"," 1.5103","-0.9907"," 1.9420"
"63"," 1.8808","-1.2776"," 2.2781"
"64"," 1.9605","-0.9559"," 2.0187"
"65"," 1.6656","-0.9064"," 2.5562"
"66"," 1.4417","-0.6129"," 2.3711"
"67"," 1.6024","-0.9961"," 2.0483"
"68"," 1.8468","-1.1238"," 2.2378"
"69"," 1.4776","-0.9522"," 2.5709"
"70"," 1.6782","-0.9340"," 2.0560"
"71"," 1.8012","-1.1931"," 2.5649"
"72"," 1.7560","-0.8963"," 2.2985"
"73"," 1.2451","-1.0010"," 1.7533"
"74"," 1.6732","-1.1559"," 2.0296"
"75"," 1.4509","-1.1429"," 1.9626"
"76"," 1.8417","-1.6606"," 1.9204"
"77"," 1.9096","-1.6980"," 1.9701"
"78"," 1.6664","-1.5112"," 2.4207"
"79"," 1.7900","-1.3949"," 2.3242"
"80"," 1.6913","-1.2481"," 2.6350"
"81"," 1.6211","-1.0559"," 1.9399"
"82"," 1.6704","-0.6302"," 2.2318"
"83"," 1.2173","-0.7216"," 2.1519"
"84"," 1.6022","-1.0552"," 2.2027"
"85"," 2.0689","-1.1359"," 1.8495"
"86"," 1.7782","-0.8424"," 2.3703"
"87"," 1.8421","-0.4543"," 2.4582"
"88"," 1.4343","-0.2823"," 2.0143"
"89"," 1.2304","-0.6084"," 2.1762"
"90"," 1.4500","-1.1044"," 2.2873"
"91"," 1.4511","-1.1612"," 1.8213"
"92"," 1.3904","-1.4817"," 2.0352"
"93"," 2.0930","-1.6005"," 2.5849"
"94"," 1.4199","-1.5065"," 2.4473"
"95"," 1.8281","-1.3760"," 2.4150"
"96"," 1.6605","-1.0834"," 2.3696"
"97"," 1.4935","-1.4015"," 2.0019"
"98"," 1.5838","-1.2468"," 2.2061"
"99"," 1.8461","-1.1432"," 2.0470"
"100"," 2.3002","-1.0300"," 2.3327"
