"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 1.1015","-2.6971"," 2.0399"
"3"," 1.4891","-2.6261"," 1.7960"
"4"," 1.7423","-2.5108"," 2.3859"
"5"," 1.5767","-1.8729"," 2.1364"
"6"," 1.8163","-1.3718"," 2.0119"
"7"," 1.8929","-1.3279"," 2.4295"
"8"," 1.5300","-1.0031"," 1.8584"
"9"," 1.6420","-0.9899"," 2.3118"
"10"," 1.2142","-0.7520"," 2.2020"
"11"," 1.2384","-1.4189"," 2.0320"
"12"," 1.3207","-1.2292"," 2.1540"
"13"," 1.4084","-1.0412"," 1.6100"
"14"," 1.5554","-1.2970"," 1.9905"
"15"," 1.9328","-1.2172"," 2.2799"
"16"," 1.9749","-0.7326"," 2.4784"
"17"," 1.1999","-0.8666"," 1.6369"
"18"," 1.7893","-0.9566"," 1.9132"
"19"," 1.6734","-1.0343"," 2.0783"
"20"," 2.0547","-0.9366"," 2.2324"
"21"," 1.6060","-0.3642"," 2.4020"
"22"," 1.5618","-0.6176"," 2.0989"
"23"," 1.4641","-0.6671"," 2.1242"
"24"," 1.2463","-0.9773"," 1.6711"
"25"," 1.4558","-1.3488"," 1.6956"
"26"," 1.8289","-1.4224"," 2.0123"
"27"," 1.5994","-1.1872"," 1.8582"
"28"," 1.9084","-1.0517"," 2.1040"
"29"," 1.6371","-0.6048"," 1.7509"
"30"," 1.2236","-0.7328"," 1.8737"
"31"," 1.3662","-1.1419"," 1.8281"
"32"," 1.3738","-1.6818"," 1.6508"
"33"," 1.7871","-1.4644"," 2.0436"
"34"," 1.8234","-1.3525"," 2.1033"
"35"," 1.9761","-1.2866"," 2.2089"
"36"," 1.7293","-0.5699"," 1.5346"
"37"," 2.0328","-0.8994"," 2.4774"
"38"," 1.4596","-1.1366"," 2.0317"
"39"," 2.0752","-1.3050"," 2.0743"
"40"," 1.5580","-0.9558"," 1.9825"
"41"," 1.8181","-1.2592"," 1.9163"
"42"," 1.6591","-1.1949"," 2.1587"
"43"," 1.2175","-1.0987"," 1.7534"
"44"," 1.6820","-1.3129"," 1.8508"
"45"," 1.3260","-1.6337"," 1.6968"
"46"," 1.4513","-1.2682"," 2.2356"
"47"," 1.4944","-1.5038"," 2.1708"
"48"," 1.7256","-1.7954"," 2.3520"
"49"," 1.6643","-1.3629"," 2.5969"
"50"," 1.6738","-1.0740"," 2.1229"
"51"," 1.5646","-0.8890"," 1.9838"
"52"," 1.6490","-0.8050"," 2.0421"
"53"," 1.2442","-1.1673"," 2.1033"
"54"," 1.8048","-1.1611"," 2.0496"
"55"," 1.8289","-1.2905"," 2.0025"
"56"," 1.9137","-1.1941"," 1.8914"
"57"," 1.6543","-1.0982"," 1.8668"
"58"," 1.5322","-1.2347"," 1.9911"
"59"," 1.4776","-0.9804"," 2.0899"
"60"," 2.0939","-1.0314"," 2.2284"
"61"," 1.7416","-0.6264"," 2.0485"
"62"," 1.3343","-0.8310"," 2.1178"
"63"," 1.5823","-1.2752"," 2.0838"
"64"," 1.0518","-1.1038"," 2.2035"
"65"," 1.4993","-1.5667"," 2.3618"
"66"," 1.9900","-1.3325"," 2.0534"
"67"," 1.6271","-1.1106"," 1.7882"
"68"," 1.8665","-0.8666"," 2.1799"
"69"," 1.9223","-0.9091"," 2.0123"
"70"," 1.5421","-0.9626"," 1.8461"
"71"," 1.7783","-1.1514"," 2.1360"
"72"," 1.3742","-1.2624"," 2.0932"
"73"," 1.4810","-1.4081"," 2.2265"
"74"," 1.8366","-1.5833"," 2.4647"
"75"," 1.6085","-1.2941"," 2.0741"
"76"," 1.8216","-1.1944"," 2.0119"
"77"," 1.9018","-1.0206"," 2.0734"
"78"," 1.1537","-0.7581"," 1.6383"
"79"," 1.7813","-0.7047"," 2.1907"
"80"," 1.7312","-0.9200"," 2.0326"
"81"," 1.1448","-1.0283"," 1.9677"
"82"," 1.6140","-1.4254"," 1.6722"
"83"," 1.3881","-1.2245"," 1.7066"
"84"," 1.3069","-1.1236"," 1.7542"
"85"," 1.4288","-1.2420"," 2.2472"
"86"," 1.4328","-1.4811"," 2.3111"
"87"," 1.4723","-1.6541"," 2.1676"
"88"," 1.4627","-1.3519"," 1.8589"
"89"," 1.6463","-1.3913"," 2.1058"
"90"," 1.7068","-1.1082"," 2.1635"
"91"," 1.8555","-1.1705"," 2.4910"
"92"," 1.6750","-1.0072"," 1.6016"
"93"," 1.4737","-1.3674"," 2.1964"
"94"," 1.1850","-1.0915"," 1.5832"
"95"," 1.5295","-1.1342"," 2.0062"
"96"," 1.9969","-0.7988"," 2.1620"
"97"," 1.7653","-0.4077"," 2.0725"
"98"," 1.3507","-0.5372"," 1.5290"
"99"," 1.9418","-1.1573"," 2.4315"
"100"," 1.8122","-0.5039"," 2.1926"
