"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 0.9168","-2.6320"," 1.9432"
"3"," 2.0807","-2.6490"," 2.2477"
"4"," 2.0210","-2.0282"," 2.2388"
"5"," 2.0400","-1.4156"," 2.2035"
"6"," 1.8383","-1.0371"," 2.0592"
"7"," 1.9891","-0.8988"," 2.2219"
"8"," 1.5489","-0.4668"," 1.9190"
"9"," 1.4646","-0.5211"," 1.7959"
"10"," 1.4868","-0.4509"," 2.0398"
"11"," 1.7677","-0.6394"," 2.1747"
"12"," 1.9538","-1.0686"," 1.7732"
"13"," 1.6681","-1.1817"," 1.8257"
"14"," 1.4713","-1.2571"," 2.2039"
"15"," 1.9048","-1.3977"," 2.1392"
"16"," 1.8732","-1.0563"," 1.8454"
"17"," 2.0627","-0.9836"," 2.4653"
"18"," 1.9485","-1.0600"," 2.4794"
"19"," 1.5328","-1.3436"," 2.2258"
"20"," 1.9052","-1.1534"," 1.8351"
"21"," 1.8795","-1.0390"," 2.3900"
"22"," 1.8113","-1.3096"," 2.2210"
"23"," 1.4942","-0.9118"," 2.0372"
"24"," 1.6035","-1.0363"," 2.2863"
"25"," 1.3515","-1.1162"," 1.9269"
"26"," 1.8164","-1.4522"," 2.1592"
"27"," 2.1296","-1.1745"," 2.4881"
"28"," 1.6935","-1.0498"," 2.3070"
"29"," 1.7243","-1.2813"," 2.0998"
"30"," 2.0628","-1.1551"," 2.3272"
"31"," 1.7551","-0.9847"," 2.2633"
"32"," 1.8808","-1.3151"," 2.1608"
"33"," 1.6099","-1.2302"," 1.9282"
"34"," 1.8594","-1.1343"," 2.1352"
"35"," 1.7631","-1.2929"," 2.4325"
"36"," 1.8658","-1.0246"," 2.3900"
"37"," 1.5402","-1.1311"," 1.6110"
"38"," 1.8216","-1.1340"," 2.4831"
"39"," 1.5112","-0.7301"," 1.9214"
"40"," 1.4304","-1.5959"," 2.2162"
"41"," 1.8202","-1.6303"," 2.1961"
"42"," 1.7979","-1.6958"," 2.2199"
"43"," 1.8156","-1.8530"," 2.2900"
"44"," 2.2364","-1.2134"," 2.3379"
"45"," 1.4287","-1.0026"," 2.2943"
"46"," 1.6988","-1.2544"," 1.9130"
"47"," 1.5894","-1.2509"," 1.8273"
"48"," 1.4937","-1.3832"," 1.8874"
"49"," 1.8007","-1.2689"," 2.2893"
"50"," 1.8938","-1.0647"," 2.4881"
"51"," 1.7758","-1.3565"," 2.2865"
"52"," 1.7604","-0.9911"," 2.1320"
"53"," 1.6872","-1.0091"," 2.1417"
"54"," 1.5947","-0.7590"," 2.2208"
"55"," 1.6845","-0.8764"," 2.2947"
"56"," 1.7203","-1.0825"," 2.3417"
"57"," 1.5144","-1.2748"," 2.3142"
"58"," 1.7887","-1.5307"," 1.8709"
"59"," 1.7039","-0.8472"," 1.9896"
"60"," 1.2132","-0.9652"," 2.0116"
"61"," 1.6756","-1.2116"," 2.3940"
"62"," 1.6033","-1.5184"," 1.6481"
"63"," 2.4115","-1.2778"," 2.0069"
"64"," 1.7982","-1.0596"," 2.3138"
"65"," 1.4867","-0.6872"," 1.8405"
"66"," 1.5865","-0.8070"," 2.2891"
"67"," 1.6769","-0.9121"," 2.1125"
"68"," 1.8398","-1.0169"," 1.8627"
"69"," 2.1451","-0.8208"," 2.6312"
"70"," 1.7972","-0.7361"," 1.9014"
"71"," 1.5642","-0.6624"," 1.8014"
"72"," 2.1124","-0.8355"," 2.1458"
"73"," 1.8646","-0.8265"," 1.7309"
"74"," 1.6196","-0.9149"," 2.2549"
"75"," 1.7102","-1.1692"," 1.9335"
"76"," 2.0186","-1.2803"," 2.6873"
"77"," 1.6123","-0.8955"," 1.9504"
"78"," 1.7675","-0.9389"," 2.0333"
"79"," 1.6371","-0.7628"," 2.4251"
"80"," 1.5580","-1.0365"," 2.1169"
"81"," 1.5882","-1.0987"," 1.9659"
"82"," 1.7761","-0.8004"," 2.0447"
"83"," 1.8066","-0.5098"," 2.3075"
"84"," 2.0533","-1.0985"," 2.3784"
"85"," 1.5396","-0.7869"," 1.9447"
"86"," 1.3174","-0.6056"," 2.3813"
"87"," 1.0936","-0.6677"," 1.8870"
"88"," 1.2832","-1.3453"," 1.8263"
"89"," 1.6481","-1.2069"," 2.1558"
"90"," 1.5040","-1.5425"," 2.0613"
"91"," 1.8545","-1.2768"," 2.1626"
"92"," 1.4266","-0.9939"," 1.8404"
"93"," 1.8860","-1.1945"," 2.4716"
"94"," 1.7273","-1.0235"," 2.4278"
"95"," 1.7073","-1.8093"," 1.8760"
"96"," 1.7517","-1.6342"," 1.7930"
"97"," 1.6889","-1.2466"," 2.0647"
"98"," 1.6173","-1.3515"," 2.4724"
"99"," 1.7605","-1.3198"," 2.0055"
"100"," 1.7968","-0.9690"," 2.1260"
