"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 1.2846","-2.4692"," 1.9117"
"3"," 1.7286","-2.1421"," 1.5707"
"4"," 1.7171","-1.5020"," 2.6429"
"5"," 2.0517","-1.2828"," 2.1824"
"6"," 2.0664","-1.4686"," 1.6996"
"7"," 1.6041","-1.0632"," 1.9704"
"8"," 1.9964","-1.4767"," 2.1926"
"9"," 1.7870","-1.0517"," 2.3353"
"10"," 1.7472","-0.9696"," 2.1973"
"11"," 1.6590","-0.5522"," 1.8936"
"12"," 1.7471","-1.2316"," 2.4465"
"13"," 1.9409","-1.2441"," 2.3572"
"14"," 1.7493","-1.5673"," 2.1972"
"15"," 1.6515","-0.8331"," 1.9825"
"16"," 1.6094","-0.8969"," 2.1542"
"17"," 1.4403","-0.9561"," 1.8996"
"18"," 1.4862","-1.3685"," 2.0204"
"19"," 2.0748","-1.6709"," 1.8692"
"20"," 1.8397","-1.7344"," 2.3017"
"21"," 1.8357","-2.0656"," 1.8574"
"22"," 2.1317","-1.4276"," 2.1437"
"23"," 1.5983","-0.9551"," 1.8794"
"24"," 1.7374","-0.8811"," 2.5050"
"25"," 1.6931","-0.4922"," 2.3146"
"26"," 1.6704","-0.7063"," 1.9899"
"27"," 2.0913","-0.8202"," 2.3131"
"28"," 2.0530","-0.7568"," 2.1666"
"29"," 1.6440","-0.4627"," 2.1223"
"30"," 1.6944","-1.1014"," 1.8736"
"31"," 1.6946","-1.0238"," 1.8416"
"32"," 1.9799","-0.9983"," 2.3604"
"33"," 1.7186","-1.3056"," 2.1552"
"34"," 1.8174","-1.2561"," 2.3334"
"35"," 1.7977","-1.0372"," 2.1766"
"36"," 1.4323","-1.3322"," 2.4896"
"37"," 1.6374","-1.0692"," 2.0924"
"38"," 1.6036","-1.1990"," 2.2151"
"39"," 1.6470","-1.3019"," 1.9817"
"40"," 1.3901","-1.1655"," 2.1104"
"41"," 1.2900","-1.2597"," 1.9314"
"42"," 1.3642","-1.3303"," 1.9950"
"43"," 1.4617","-1.3980"," 2.2324"
"44"," 1.5266","-1.2807"," 2.3518"
"45"," 1.4552","-1.2649"," 2.1246"
"46"," 1.6215","-1.1769"," 2.1914"
"47"," 1.7862","-1.4431"," 2.2043"
"48"," 1.6067","-1.0372"," 2.2134"
"49"," 1.6037","-1.2512"," 1.7788"
"50"," 1.6123","-0.9745"," 2.0085"
"51"," 1.7157","-1.1424"," 2.0412"
"52"," 1.5390","-1.1455"," 2.2145"
"53"," 1.5595","-1.5514"," 1.9450"
"54"," 2.1093","-1.0400"," 2.3312"
"55"," 2.1020","-1.1988"," 2.2171"
"56"," 2.0001","-0.8967"," 2.4490"
"57"," 1.9061","-1.0522"," 1.8407"
"58"," 1.8463","-0.7060"," 2.0151"
"59"," 1.8347","-0.8846"," 1.9315"
"60"," 1.6559","-0.9460"," 2.3168"
"61"," 1.4370","-0.9057"," 1.7776"
"62"," 1.5847","-1.2965"," 1.7298"
"63"," 1.9557","-1.4640"," 2.3283"
"64"," 2.1452","-1.4531"," 2.2190"
"65"," 1.8568","-1.2314"," 2.0415"
"66"," 1.5752","-1.0290"," 2.3286"
"67"," 1.5725","-1.1209"," 1.7299"
"68"," 1.7157","-0.8295"," 2.2191"
"69"," 1.8409","-0.9724"," 2.1382"
"70"," 1.4121","-0.6533"," 2.2233"
"71"," 1.6922","-1.1518"," 2.0876"
"72"," 1.8950","-1.4781"," 1.9016"
"73"," 1.8296","-1.1491"," 2.1758"
"74"," 1.7176","-0.9330"," 2.0905"
"75"," 1.6019","-0.8556"," 2.1038"
"76"," 1.2715","-0.9866"," 2.2972"
"77"," 1.3291","-1.3451"," 1.8084"
"78"," 1.4786","-1.1657"," 2.1270"
"79"," 1.3872","-1.2833"," 1.7909"
"80"," 1.5702","-1.3920"," 1.7855"
"81"," 1.6846","-1.0550"," 2.6642"
"82"," 1.6173","-1.0192"," 1.6612"
"83"," 1.7545","-1.1789"," 2.2551"
"84"," 1.7600","-0.5990"," 2.5809"
"85"," 1.6333","-0.7871"," 1.9275"
"86"," 1.6551","-0.8480"," 2.0735"
"87"," 1.8198","-0.9707"," 1.7156"
"88"," 1.9054","-1.3242"," 1.9647"
"89"," 1.6421","-1.0338"," 1.9286"
"90"," 1.6849","-1.0387"," 2.3315"
"91"," 1.6407","-1.2928"," 2.1921"
"92"," 1.5711","-1.0273"," 1.7465"
"93"," 1.7381","-1.1386"," 2.0568"
"94"," 1.7886","-1.0167"," 1.9101"
"95"," 1.4663","-1.2347"," 2.0285"
"96"," 1.4372","-1.1018"," 1.9692"
"97"," 2.1794","-1.5591"," 2.2781"
"98"," 1.4493","-1.1710"," 1.6142"
"99"," 1.8567","-1.7234"," 2.4992"
"100"," 1.7930","-1.5474"," 2.3800"
