"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 1.1701","-2.6219"," 1.8740"
"3"," 1.6927","-2.2126"," 2.1523"
"4"," 2.0432","-1.8771"," 2.0874"
"5"," 2.1089","-1.6655"," 1.8891"
"6"," 1.5806","-1.0124"," 2.1296"
"7"," 1.5698","-1.1185"," 2.1149"
"8"," 1.6833","-0.9724"," 2.3211"
"9"," 1.7868","-0.6010"," 1.6440"
"10"," 1.5827","-0.5436"," 2.3208"
"11"," 1.4381","-0.9063"," 2.1019"
"12"," 1.5703","-1.2480"," 2.1251"
"13"," 1.5680","-0.9054"," 2.1377"
"14"," 1.8062","-0.9458"," 2.0810"
"15"," 1.6128","-1.0491"," 2.0066"
"16"," 1.2311","-0.7130"," 2.4263"
"17"," 1.4362","-0.9773"," 2.1247"
"18"," 1.7628","-1.1350"," 2.0113"
"19"," 1.9481","-1.0605"," 2.3587"
"20"," 1.6590","-1.0017"," 2.0703"
"21"," 1.4695","-0.8638"," 2.0426"
"22"," 1.5677","-0.9594"," 1.9749"
"23"," 1.9374","-0.9915"," 2.1052"
"24"," 1.2859","-0.8930"," 2.0294"
"25"," 1.7595","-1.0099"," 2.1301"
"26"," 2.1829","-1.0133"," 2.0743"
"27"," 2.3348","-1.3199"," 2.4588"
"28"," 2.1409","-0.9713"," 2.3406"
"29"," 1.8996","-0.5509"," 1.7999"
"30"," 1.6516","-0.7841"," 2.0361"
"31"," 1.7990","-0.6182"," 2.2592"
"32"," 1.5938","-0.4993"," 1.9298"
"33"," 1.3122","-0.7304"," 1.6511"
"34"," 1.4901","-0.7500"," 1.8069"
"35"," 1.8462","-1.3469"," 2.1344"
"36"," 1.7944","-1.1956"," 1.9635"
"37"," 1.5364","-0.9515"," 2.5058"
"38"," 1.3043","-0.6488"," 1.8998"
"39"," 1.6507","-0.9760"," 1.9712"
"40"," 1.3724","-1.0782"," 2.1211"
"41"," 1.6608","-0.7276"," 1.7793"
"42"," 1.4387","-0.6151"," 2.1611"
"43"," 1.7568","-1.0892"," 1.9670"
"44"," 1.6174","-0.7906"," 2.2917"
"45"," 1.1489","-0.9980"," 2.0336"
"46"," 1.3667","-1.4396"," 1.9031"
"47"," 1.6899","-1.7246"," 2.1459"
"48"," 2.0323","-1.3667"," 2.4517"
"49"," 1.9774","-1.3550"," 1.9772"
"50"," 1.5818","-1.1656"," 2.0871"
"51"," 1.7814","-1.0713"," 2.2516"
"52"," 1.4018","-1.2210"," 1.5469"
"53"," 1.6452","-1.3643"," 2.1479"
"54"," 1.6965","-1.3890"," 2.0013"
"55"," 1.4816","-1.1905"," 2.1576"
"56"," 1.4261","-1.0826"," 2.1470"
"57"," 1.4641","-1.2518"," 2.4317"
"58"," 1.4564","-1.0791"," 2.1392"
"59"," 1.4023","-1.1461"," 2.1623"
"60"," 1.6820","-1.0734"," 2.1339"
"61"," 1.8320","-0.7500"," 2.3388"
"62"," 1.7942","-1.0052"," 2.2479"
"63"," 1.6690","-0.9548"," 2.1341"
"64"," 1.5187","-1.1177"," 2.0469"
"65"," 1.9918","-1.2005"," 2.0942"
"66"," 1.7226","-1.0354"," 2.3599"
"67"," 1.5528","-0.7549"," 2.1634"
"68"," 1.5466","-0.7770"," 1.9700"
"69"," 1.3232","-1.0304"," 1.7783"
"70"," 1.2359","-0.9821"," 2.2198"
"71"," 1.4727","-1.3608"," 2.1415"
"72"," 2.0651","-0.7971"," 2.2283"
"73"," 1.6712","-0.6639"," 2.3667"
"74"," 1.6316","-0.7344"," 2.1845"
"75"," 1.4661","-0.8550"," 1.5641"
"76"," 1.7046","-0.8959"," 2.0944"
"77"," 1.9585","-1.0751"," 2.5164"
"78"," 1.8287","-1.2232"," 2.0911"
"79"," 1.9117","-0.6220"," 2.2771"
"80"," 1.8049","-0.6580"," 2.0467"
"81"," 1.9353","-0.8832"," 2.1465"
"82"," 1.8670","-0.3995"," 2.5393"
"83"," 1.6000","-0.7653"," 2.1491"
"84"," 1.1628","-0.8802"," 1.9433"
"85"," 1.9405","-0.7938"," 2.2294"
"86"," 1.3920","-0.7135"," 1.9918"
"87"," 1.2308","-1.1420"," 2.1507"
"88"," 1.0998","-1.4049"," 1.9731"
"89"," 1.9425","-1.3906"," 2.4156"
"90"," 1.6580","-1.4749"," 2.4913"
"91"," 1.8758","-1.4496"," 2.3557"
"92"," 1.8759","-1.5224"," 2.5712"
"93"," 2.2815","-1.5364"," 2.0899"
"94"," 1.6936","-0.9809"," 2.3748"
"95"," 1.7990","-0.8848"," 2.1490"
"96"," 1.0666","-0.9287"," 1.7348"
"97"," 1.1747","-1.5283"," 1.6202"
"98"," 1.7898","-1.8150"," 2.2353"
"99"," 1.8919","-1.6346"," 2.0854"
"100"," 2.0767","-1.0686"," 2.1951"
