"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 0.7332","-2.6049"," 1.5914"
"3"," 1.5188","-2.4502"," 1.8587"
"4"," 1.8255","-1.6901"," 2.1240"
"5"," 1.8305","-1.5311"," 2.1082"
"6"," 1.9798","-1.0737"," 2.5275"
"7"," 2.0148","-0.8694"," 2.1970"
"8"," 1.9791","-1.1256"," 2.1123"
"9"," 1.5487","-0.7158"," 1.7808"
"10"," 1.4764","-0.7113"," 2.0736"
"11"," 1.0260","-0.9995"," 2.1097"
"12"," 1.7497","-1.2120"," 2.3618"
"13"," 1.5334","-0.9459"," 2.0146"
"14"," 1.5929","-1.2887"," 2.0999"
"15"," 1.8670","-1.6074"," 1.9935"
"16"," 1.8089","-1.0493"," 2.3532"
"17"," 2.2106","-1.1093"," 2.4186"
"18"," 1.3409","-0.8951"," 2.2054"
"19"," 1.8177","-1.2746"," 2.0000"
"20"," 1.6078","-1.5472"," 2.3890"
"21"," 1.6417","-1.0612"," 2.3882"
"22"," 1.8920","-1.0307"," 1.7565"
"23"," 1.5570","-1.1938"," 1.7329"
"24"," 1.6854","-1.2640"," 1.9742"
"25"," 1.5790","-0.9620"," 2.1144"
"26"," 1.7922","-0.9159"," 2.2820"
"27"," 1.8187","-0.9581"," 2.2405"
"28"," 1.9351","-0.6482"," 1.9955"
"29"," 1.9818","-0.7312"," 2.4467"
"30"," 1.8675","-0.7963"," 2.0354"
"31"," 2.3160","-0.7909"," 2.3719"
"32"," 1.9547","-0.4744"," 1.9886"
"33"," 1.8374","-0.5523"," 2.0040"
"34"," 1.9014","-1.2374"," 2.1412"
"35"," 1.8544","-0.9060"," 2.7779"
"36"," 1.9689","-0.5570"," 2.0299"
"37"," 1.9092","-0.7505"," 2.1709"
"38"," 1.4411","-0.8932"," 2.2576"
"39"," 1.3481","-0.9017"," 2.2182"
"40"," 1.4379","-1.1833"," 2.2965"
"41"," 2.0247","-1.2443"," 2.2776"
"42"," 1.4964","-1.3388"," 2.1675"
"43"," 1.7100","-1.2647"," 2.0761"
"44"," 1.5728","-1.3273"," 1.9968"
"45"," 1.2263","-1.3249"," 1.9117"
"46"," 1.5955","-1.4026"," 2.2049"
"47"," 1.8142","-1.6041"," 1.9148"
"48"," 1.9904","-1.6083"," 1.8392"
"49"," 2.1569","-1.4141"," 2.5089"
"50"," 1.8116","-1.0338"," 2.2858"
"51"," 1.9461","-1.3131"," 2.1520"
"52"," 1.5136","-1.0159"," 2.0402"
"53"," 1.8405","-1.2352"," 1.7222"
"54"," 1.4461","-0.8700"," 2.0101"
"55"," 1.7559","-0.9673"," 2.0595"
"56"," 1.7303","-0.6139"," 2.0901"
"57"," 1.2950","-0.9454"," 1.6964"
"58"," 1.4421","-1.1279"," 2.0215"
"59"," 1.6919","-0.7691"," 2.6154"
"60"," 1.8711","-0.9184"," 1.9163"
"61"," 1.6129","-1.1533"," 1.8213"
"62"," 1.7625","-1.3507"," 1.8037"
"63"," 1.5003","-0.8864"," 2.4157"
"64"," 1.3432","-0.9114"," 2.0320"
"65"," 1.4641","-1.0930"," 1.8174"
"66"," 1.9302","-1.0259"," 1.9958"
"67"," 1.6685","-0.6708"," 2.4474"
"68"," 1.4883","-1.0876"," 2.1113"
"69"," 1.5397","-0.8792"," 2.1203"
"70"," 1.7626","-1.1076"," 2.3555"
"71"," 1.9653","-0.8208"," 2.3780"
"72"," 1.5365","-0.5661"," 1.5192"
"73"," 1.5951","-0.9127"," 1.4791"
"74"," 1.4892","-0.9016"," 1.8741"
"75"," 1.4117","-1.1380"," 1.9752"
"76"," 1.7789","-1.1202"," 2.2073"
"77"," 1.4567","-0.8734"," 1.9836"
"78"," 1.1426","-1.1787"," 2.0035"
"79"," 1.8228","-1.4419"," 1.9952"
"80"," 1.7327","-1.2340"," 2.2597"
"81"," 1.5333","-1.0455"," 1.8379"
"82"," 1.8559","-1.1198"," 1.9319"
"83"," 1.4885","-0.8519"," 2.2211"
"84"," 1.9300","-0.7605"," 1.7519"
"85"," 1.1667","-0.5897"," 2.2608"
"86"," 1.5943","-1.2569"," 2.1109"
"87"," 1.7330","-1.4770"," 2.4376"
"88"," 1.7570","-0.9968"," 2.1125"
"89"," 2.0936","-1.0464"," 2.3961"
"90"," 2.0549","-0.9033"," 2.3687"
"91"," 1.6569","-0.7573"," 2.1513"
"92"," 1.5199","-1.1012"," 2.2306"
"93"," 1.6886","-1.4683"," 2.3404"
"94"," 1.6213","-1.2598"," 1.9310"
"95"," 1.7323","-0.8641"," 2.7660"
"96"," 1.6035","-0.9581"," 1.9934"
"97"," 1.6732","-0.9587"," 2.5915"
"98"," 1.7535","-1.3182"," 2.2356"
"99"," 1.8552","-1.1967"," 2.1315"
"100"," 2.0070","-0.9718"," 2.1668"
