"","","","FR"
"1"," 0.0377","-2.3026"," 1.2500"
"2"," 1.0787","-2.3677"," 1.7760"
"3"," 1.9053","-2.1280"," 1.8938"
"4"," 1.8536","-1.9830"," 2.3656"
"5"," 2.1285","-1.6877"," 2.3281"
"6"," 1.7982","-1.2984"," 1.8154"
"7"," 1.9559","-1.0122"," 2.1921"
"8"," 2.3009","-0.9884"," 2.5420"
"9"," 1.7849","-1.0401"," 2.0373"
"10"," 1.2608","-0.5719"," 2.2996"
"11"," 1.4739","-0.5586"," 1.8210"
"12"," 1.3352","-0.4188"," 1.8239"
"13"," 1.5681","-1.0492"," 2.1173"
"14"," 1.6175","-0.9973"," 1.8999"
"15"," 1.5059","-0.9861"," 2.0454"
"16"," 1.5179","-1.0069"," 2.1676"
"17"," 1.5666","-0.7718"," 1.7297"
"18"," 1.6689","-0.6358"," 1.8809"
"19"," 1.3679","-0.2259"," 1.9870"
"20"," 1.3716","-0.8859"," 2.3543"
"21"," 1.1262","-0.9222"," 1.7708"
"22"," 1.5059","-1.2475"," 2.0116"
"23"," 1.5510","-1.4880"," 2.2908"
"24"," 1.2953","-1.4388"," 2.2139"
"25"," 1.5743","-1.6656"," 1.9876"
"26"," 1.2645","-1.1064"," 1.8093"
"27"," 1.4436","-1.3387"," 1.7620"
"28"," 1.2916","-0.9083"," 2.3031"
"29"," 1.6402","-1.3109"," 2.2664"
"30"," 1.6396","-1.1210"," 2.5681"
"31"," 1.3861","-1.2279"," 1.8691"
"32"," 1.3909","-0.9860"," 1.8912"
"33"," 1.4977","-1.1700"," 1.8466"
"34"," 1.2936","-1.2586"," 2.1652"
"35"," 1.4051","-1.6772"," 2.1668"
"36"," 1.5303","-1.4531"," 1.7853"
"37"," 1.7637","-1.6888"," 1.9660"
"38"," 1.6812","-1.3466"," 1.9036"
"39"," 1.5054","-1.0006"," 2.2176"
"40"," 1.6588","-1.2746"," 2.2781"
"41"," 2.0612","-1.0852"," 2.4956"
"42"," 1.6440","-0.7637"," 1.7285"
"43"," 1.4264","-0.6437"," 1.8239"
"44"," 1.2286","-1.0172"," 2.0052"
"45"," 1.3422","-1.2819"," 2.1397"
"46"," 1.5547","-1.4047"," 1.8280"
"47"," 1.7376","-0.9667"," 2.2289"
"48"," 1.7012","-1.3246"," 2.0780"
"49"," 1.7316","-0.8067"," 2.0127"
"50"," 1.5906","-0.9816"," 2.0858"
"51"," 1.5176","-1.0554"," 2.1106"
"52"," 1.9624","-0.8192"," 2.1274"
"53"," 1.8716","-0.4199"," 2.5843"
"54"," 1.6833","-0.5418"," 2.3134"
"55"," 1.6876","-0.7181"," 2.0015"
"56"," 1.4027","-0.8768"," 1.9628"
"57"," 1.6869","-1.1168"," 2.1593"
"58"," 1.8253","-0.8286"," 2.2028"
"59"," 2.0045","-1.0333"," 2.4481"
"60"," 1.5681","-0.8555"," 1.9652"
"61"," 1.4491","-0.8221"," 2.0782"
"62"," 1.4760","-0.9223"," 2.0934"
"63"," 1.7801","-1.2090"," 2.1471"
"64"," 2.1391","-1.0193"," 2.0370"
"65"," 1.7224","-1.0814"," 1.9929"
"66"," 1.5705","-1.0310"," 2.0691"
"67"," 1.6552","-0.8623"," 2.2986"
"68"," 1.3057","-0.9950"," 1.5510"
"69"," 1.4204","-0.8732"," 1.8265"
"70"," 1.6122","-0.9297"," 2.4838"
"71"," 1.8976","-1.0168"," 2.0959"
"72"," 1.5290","-0.7737"," 2.0791"
"73"," 1.4978","-0.8432"," 1.9221"
"74"," 1.4870","-0.9652"," 2.0155"
"75"," 2.0306","-1.1247"," 1.9193"
"76"," 1.8222","-0.7601"," 2.6036"
"77"," 1.8557","-0.7942"," 2.2192"
"78"," 1.4510","-0.7389"," 1.8577"
"79"," 1.6762","-1.2107"," 2.0573"
"80"," 1.5532","-1.5075"," 2.0334"
"81"," 1.5093","-1.3988"," 1.9114"
"82"," 1.5727","-1.2005"," 2.0307"
"83"," 1.6588","-1.0918"," 1.9517"
"84"," 1.4409","-0.6601"," 2.0307"
"85"," 1.2545","-0.7433"," 1.9846"
"86"," 1.8184","-1.5192"," 2.4460"
"87"," 1.7975","-1.1679"," 2.0892"
"88"," 1.4905","-1.0431"," 2.1338"
"89"," 1.4916","-1.0486"," 2.1450"
"90"," 1.4296","-1.2778"," 2.0613"
"91"," 1.7033","-1.2512"," 1.9843"
"92"," 1.6060","-1.2792"," 1.9706"
"93"," 1.6891","-1.2691"," 1.9474"
"94"," 1.7168","-1.4121"," 2.3299"
"95"," 1.9065","-1.1927"," 1.8929"
"96"," 1.6391","-1.0593"," 2.6905"
"97"," 1.8954","-1.2352"," 2.1555"
"98"," 1.7638","-1.0834"," 2.1275"
"99"," 1.3425","-0.7728"," 1.9616"
"100"," 1.5921","-0.8391"," 1.7942"
