"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"C" 2.65434621800739 6.3280785247686 4.90391362271441e-134 8.50495339342543e-83 2.6782756804295e-48 8.12754424127972e-07 22.9253235489537 3.06098346158063 4
"D" 2.71636442386234 7.36899554465025 8.85969871261732e-130 4.05462655115634e-77 1.90151559800624e-22 1.62790465466955 25.7536029098728 4.16704376259827 3
"K_V" 6.00580883092612 3.13621147810298 0.249312818704371 3.92429438211264 6.94444172838159 8.56676213393339 9.87068670964676 2.10912609858763 5
"deviance" 222.195865067731 10.4287196386193 197.37063181404 223.505183607036 225.855946596827 228.201996153109 234.718638466066 2.13485968662808 5
"epsilon" 0.106455845251624 0.0757913116974994 0.0112047289474198 0.0310152253958626 0.0965741363986288 0.173169886882615 0.241200616461142 1.48895770773718 8
"r_P" -0.00115476214463764 0.0225853497026501 -0.0477779570606506 -0.0157094326322083 -0.00040228397187774 0.0140044950524616 0.0419312830901077 1.07387065407326 35
"r_V" 0.855866934202984 0.941137288083832 0.181868037014631 0.320245716960494 0.415760254832145 0.674271526543983 3.39635695156846 2.1573543382877 5
"sigma2_P" 0.0446595021420037 0.00652846446436741 0.0336459118187069 0.0400790014091045 0.0440122815007861 0.0486533603810573 0.0597523738079308 1.00732647588999 310
"sigma2_V" 0.664041684101903 0.120272458208707 0.442573552003729 0.581415974853371 0.660220353904764 0.741798344522823 0.912960777550344 1.32595165684547 11
