"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.012","-2.249"," 1.772"
"3"," 1.896","-1.864"," 2.132"
"4"," 1.801","-1.467"," 2.008"
"5"," 1.794","-1.466"," 2.384"
"6"," 1.923","-1.259"," 1.849"
"7"," 1.994","-1.043"," 2.108"
"8"," 1.349","-1.009"," 2.010"
"9"," 1.861","-1.633"," 1.914"
"10"," 1.415","-1.651"," 1.942"
"11"," 1.305","-1.497"," 2.262"
"12"," 1.597","-1.397"," 2.107"
"13"," 1.706","-1.434"," 2.419"
"14"," 1.947","-1.182"," 2.272"
"15"," 1.659","-1.169"," 1.745"
"16"," 1.439","-0.907"," 1.921"
"17"," 1.640","-1.292"," 2.319"
"18"," 1.834","-1.118"," 2.297"
"19"," 1.916","-1.313"," 2.053"
"20"," 1.865","-1.261"," 2.266"
"21"," 1.669","-1.005"," 2.076"
"22"," 1.833","-0.769"," 2.047"
"23"," 1.482","-0.588"," 1.850"
"24"," 1.348","-0.652"," 1.964"
"25"," 1.634","-1.238"," 1.868"
"26"," 1.651","-1.394"," 1.779"
"27"," 1.313","-1.305"," 2.445"
"28"," 1.594","-1.189"," 2.300"
"29"," 1.739","-1.235"," 2.419"
"30"," 1.638","-0.914"," 2.441"
"31"," 1.700","-0.508"," 2.137"
"32"," 1.777","-0.375"," 2.034"
"33"," 1.602","-0.663"," 1.994"
"34"," 1.622","-0.617"," 1.768"
"35"," 1.698","-0.643"," 2.324"
"36"," 1.336","-0.841"," 2.227"
"37"," 1.445","-1.234"," 2.067"
"38"," 1.800","-1.312"," 2.421"
"39"," 1.511","-0.953"," 2.078"
"40"," 1.631","-0.926"," 1.918"
"41"," 1.624","-1.234"," 2.249"
"42"," 1.856","-1.025"," 1.830"
"43"," 1.435","-0.913"," 2.068"
"44"," 1.408","-0.811"," 2.164"
"45"," 1.556","-1.223"," 2.205"
"46"," 1.848","-1.251"," 2.016"
"47"," 1.901","-1.180"," 2.281"
"48"," 2.057","-0.923"," 2.198"
"49"," 2.073","-0.974"," 1.936"
"50"," 1.866","-0.997"," 2.047"
"51"," 1.465","-0.798"," 1.814"
"52"," 1.679","-1.058"," 2.063"
"53"," 1.882","-1.538"," 2.595"
"54"," 1.276","-1.064"," 1.642"
"55"," 1.654","-1.104"," 1.905"
"56"," 1.881","-1.004"," 2.024"
"57"," 1.783","-0.845"," 1.941"
"58"," 1.863","-0.682"," 2.198"
"59"," 1.495","-0.978"," 1.938"
"60"," 1.748","-1.115"," 2.174"
"61"," 1.749","-0.809"," 1.831"
"62"," 1.682","-0.657"," 2.143"
"63"," 1.465","-0.827"," 2.258"
"64"," 1.568","-1.356"," 2.282"
"65"," 2.040","-1.339"," 2.424"
"66"," 1.914","-1.241"," 1.957"
"67"," 2.063","-1.457"," 2.158"
"68"," 1.648","-1.034"," 2.183"
"69"," 1.710","-1.076"," 1.786"
"70"," 1.677","-0.702"," 2.178"
"71"," 1.195","-1.140"," 1.917"
"72"," 1.195","-1.320"," 1.893"
"73"," 1.115","-1.089"," 1.685"
"74"," 1.842","-1.277"," 1.845"
"75"," 1.746","-0.872"," 2.081"
"76"," 1.437","-0.422"," 2.335"
"77"," 1.620","-0.925"," 2.127"
"78"," 1.323","-1.077"," 2.082"
"79"," 1.667","-1.584"," 2.213"
"80"," 1.879","-1.486"," 2.620"
"81"," 1.905","-1.301"," 2.407"
"82"," 1.409","-1.278"," 1.834"
"83"," 1.627","-1.246"," 2.301"
"84"," 1.893","-1.333"," 2.378"
"85"," 1.547","-1.267"," 2.376"
"86"," 1.735","-0.884"," 2.123"
"87"," 1.859","-0.767"," 2.120"
"88"," 1.467","-0.812"," 2.120"
"89"," 1.836","-1.105"," 2.224"
"90"," 1.801","-1.210"," 2.204"
"91"," 1.815","-1.403"," 2.459"
"92"," 1.959","-1.301"," 1.997"
"93"," 1.647","-0.979"," 1.825"
"94"," 1.554","-1.084"," 2.138"
"95"," 1.569","-1.582"," 2.172"
"96"," 1.696","-1.624"," 2.060"
"97"," 1.794","-0.971"," 1.971"
"98"," 1.813","-0.861"," 2.366"
"99"," 1.839","-0.882"," 2.087"
"100"," 2.145","-0.831"," 2.407"
