"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 0.852","-2.670"," 1.624"
"3"," 1.700","-2.346"," 1.961"
"4"," 1.897","-2.450"," 2.274"
"5"," 1.712","-2.033"," 1.991"
"6"," 2.229","-1.338"," 2.294"
"7"," 1.628","-0.962"," 1.996"
"8"," 1.492","-1.231"," 2.036"
"9"," 1.925","-1.251"," 2.030"
"10"," 1.783","-0.686"," 1.955"
"11"," 1.531","-0.677"," 2.207"
"12"," 1.310","-0.865"," 2.091"
"13"," 1.292","-1.290"," 1.943"
"14"," 1.601","-1.305"," 1.950"
"15"," 1.770","-1.499"," 2.139"
"16"," 2.065","-1.619"," 2.037"
"17"," 2.216","-1.159"," 1.819"
"18"," 2.312","-1.154"," 2.278"
"19"," 1.939","-0.993"," 2.127"
"20"," 1.715","-1.040"," 2.236"
"21"," 1.776","-0.822"," 2.167"
"22"," 1.697","-0.983"," 2.464"
"23"," 1.847","-1.040"," 2.385"
"24"," 1.899","-0.682"," 2.070"
"25"," 1.454","-0.874"," 2.064"
"26"," 1.545","-1.609"," 1.825"
"27"," 1.455","-1.329"," 2.369"
"28"," 2.140","-1.472"," 1.808"
"29"," 2.304","-1.171"," 1.896"
"30"," 1.852","-0.716"," 2.110"
"31"," 2.196","-0.690"," 2.042"
"32"," 1.633","-0.736"," 2.127"
"33"," 1.935","-1.182"," 1.844"
"34"," 1.530","-0.887"," 2.183"
"35"," 1.449","-0.857"," 1.809"
"36"," 1.568","-1.109"," 2.313"
"37"," 1.543","-0.628"," 1.948"
"38"," 1.680","-1.363"," 2.178"
"39"," 1.974","-1.410"," 2.006"
"40"," 1.658","-1.118"," 2.529"
"41"," 1.667","-0.996"," 1.991"
"42"," 1.280","-0.921"," 1.702"
"43"," 1.542","-1.334"," 2.117"
"44"," 1.900","-1.333"," 2.546"
"45"," 1.801","-1.143"," 2.285"
"46"," 1.659","-0.841"," 2.319"
"47"," 1.524","-1.098"," 1.970"
"48"," 1.502","-0.720"," 2.368"
"49"," 1.432","-1.312"," 2.338"
"50"," 1.350","-1.043"," 1.989"
"51"," 1.689","-0.901"," 1.554"
"52"," 1.570","-0.697"," 2.102"
"53"," 1.729","-1.117"," 2.262"
"54"," 1.912","-0.917"," 1.987"
"55"," 1.437","-1.172"," 2.057"
"56"," 1.646","-1.242"," 2.184"
"57"," 1.487","-1.289"," 2.436"
"58"," 1.383","-1.573"," 1.697"
"59"," 2.115","-1.232"," 2.101"
"60"," 1.571","-0.858"," 1.931"
"61"," 1.411","-1.052"," 2.004"
"62"," 1.558","-1.187"," 1.669"
"63"," 2.008","-1.171"," 2.028"
"64"," 1.822","-1.122"," 2.362"
"65"," 1.979","-1.313"," 2.207"
"66"," 2.036","-1.346"," 1.964"
"67"," 2.198","-1.071"," 2.320"
"68"," 1.852","-0.778"," 2.072"
"69"," 1.167","-0.630"," 1.960"
"70"," 1.135","-1.412"," 1.449"
"71"," 0.858","-1.312"," 1.692"
"72"," 1.301","-1.367"," 1.695"
"73"," 1.754","-1.483"," 2.203"
"74"," 1.598","-0.973"," 2.077"
"75"," 1.725","-0.606"," 2.237"
"76"," 1.519","-1.049"," 2.157"
"77"," 1.818","-0.824"," 2.033"
"78"," 1.780","-1.188"," 2.354"
"79"," 1.955","-1.513"," 2.448"
"80"," 2.007","-0.991"," 2.224"
"81"," 1.683","-1.235"," 2.250"
"82"," 1.668","-1.152"," 2.230"
"83"," 1.580","-0.998"," 2.765"
"84"," 1.282","-1.203"," 1.616"
"85"," 1.822","-1.043"," 2.130"
"86"," 1.504","-1.162"," 2.332"
"87"," 1.575","-1.017"," 2.114"
"88"," 1.799","-0.995"," 2.041"
"89"," 1.609","-0.816"," 2.325"
"90"," 1.602","-0.810"," 1.754"
"91"," 1.642","-0.667"," 2.246"
"92"," 1.516","-0.828"," 2.568"
"93"," 1.442","-1.122"," 1.942"
"94"," 1.795","-0.852"," 2.398"
"95"," 1.742","-0.953"," 1.937"
"96"," 1.743","-1.021"," 2.408"
"97"," 1.416","-1.154"," 1.641"
"98"," 1.542","-1.294"," 1.771"
"99"," 1.722","-1.749"," 2.299"
"100"," 1.762","-1.369"," 1.897"
