"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 0.844","-2.438"," 2.104"
"3"," 1.360","-1.957"," 1.904"
"4"," 1.761","-1.895"," 2.152"
"5"," 1.875","-1.809"," 2.086"
"6"," 1.896","-1.274"," 1.966"
"7"," 1.817","-0.978"," 2.077"
"8"," 1.801","-0.839"," 2.286"
"9"," 1.634","-0.919"," 2.254"
"10"," 1.845","-0.974"," 1.962"
"11"," 1.359","-0.708"," 1.400"
"12"," 1.934","-1.043"," 2.157"
"13"," 1.752","-0.797"," 2.394"
"14"," 1.415","-1.091"," 2.312"
"15"," 1.673","-1.423"," 2.172"
"16"," 2.039","-1.545"," 1.960"
"17"," 1.667","-0.595"," 2.002"
"18"," 1.321","-1.132"," 2.010"
"19"," 1.523","-0.854"," 1.610"
"20"," 2.129","-0.957"," 2.296"
"21"," 1.767","-0.942"," 2.102"
"22"," 1.651","-0.961"," 1.924"
"23"," 1.397","-1.080"," 2.235"
"24"," 1.394","-1.266"," 1.905"
"25"," 1.843","-0.791"," 1.901"
"26"," 1.733","-0.719"," 2.336"
"27"," 1.843","-0.665"," 2.313"
"28"," 1.595","-0.686"," 2.078"
"29"," 1.485","-0.909"," 2.000"
"30"," 1.783","-1.055"," 2.023"
"31"," 1.743","-1.236"," 2.283"
"32"," 1.771","-1.282"," 2.265"
"33"," 1.353","-1.077"," 1.702"
"34"," 1.409","-1.117"," 2.016"
"35"," 1.499","-1.050"," 1.833"
"36"," 1.799","-0.768"," 2.190"
"37"," 1.534","-1.034"," 2.439"
"38"," 1.257","-1.235"," 1.871"
"39"," 2.055","-1.336"," 2.416"
"40"," 1.829","-1.276"," 2.364"
"41"," 1.756","-0.812"," 2.330"
"42"," 2.049","-1.411"," 1.716"
"43"," 1.932","-1.021"," 2.006"
"44"," 1.775","-0.901"," 2.221"
"45"," 1.500","-0.877"," 1.917"
"46"," 1.655","-1.254"," 1.976"
"47"," 2.079","-1.165"," 2.075"
"48"," 1.696","-1.042"," 2.067"
"49"," 1.892","-1.682"," 2.583"
"50"," 1.665","-1.507"," 1.911"
"51"," 2.304","-1.274"," 2.524"
"52"," 1.943","-0.887"," 2.250"
"53"," 1.755","-0.631"," 2.124"
"54"," 1.878","-0.755"," 2.254"
"55"," 1.732","-0.726"," 2.241"
"56"," 1.712","-0.573"," 2.183"
"57"," 1.728","-0.846"," 2.267"
"58"," 1.758","-0.815"," 2.349"
"59"," 1.452","-1.098"," 1.392"
"60"," 1.769","-1.369"," 2.219"
"61"," 1.360","-1.230"," 2.203"
"62"," 1.576","-1.245"," 2.225"
"63"," 1.725","-1.392"," 1.926"
"64"," 1.478","-1.078"," 2.116"
"65"," 1.837","-0.725"," 2.105"
"66"," 0.998","-0.651"," 1.624"
"67"," 1.298","-1.272"," 2.023"
"68"," 1.681","-0.868"," 2.202"
"69"," 1.480","-1.354"," 1.832"
"70"," 1.560","-1.421"," 1.791"
"71"," 1.817","-1.442"," 2.245"
"72"," 1.326","-1.433"," 1.891"
"73"," 1.906","-0.827"," 2.440"
"74"," 1.445","-1.022"," 1.731"
"75"," 1.378","-1.260"," 1.697"
"76"," 1.557","-1.451"," 1.690"
"77"," 1.804","-1.338"," 2.117"
"78"," 1.809","-1.106"," 2.200"
"79"," 1.559","-0.488"," 1.999"
"80"," 1.283","-0.990"," 1.597"
"81"," 1.380","-0.871"," 2.098"
"82"," 1.501","-0.581"," 1.975"
"83"," 0.895","-0.886"," 1.928"
"84"," 1.511","-1.383"," 1.801"
"85"," 1.588","-1.173"," 1.654"
"86"," 1.792","-1.234"," 2.352"
"87"," 1.518","-1.219"," 2.010"
"88"," 1.528","-1.087"," 1.963"
"89"," 1.769","-0.892"," 2.044"
"90"," 1.719","-0.945"," 1.976"
"91"," 1.190","-0.759"," 2.179"
"92"," 1.403","-1.473"," 2.331"
"93"," 1.735","-1.538"," 2.002"
"94"," 1.904","-1.284"," 1.901"
"95"," 2.113","-0.974"," 2.078"
"96"," 1.563","-0.811"," 2.325"
"97"," 1.561","-0.904"," 2.074"
"98"," 1.300","-0.808"," 2.356"
"99"," 1.706","-1.006"," 1.974"
"100"," 1.632","-1.258"," 2.372"
