"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.190","-2.603"," 1.677"
"3"," 1.807","-2.110"," 2.344"
"4"," 1.542","-1.538"," 2.272"
"5"," 2.077","-1.508"," 2.180"
"6"," 2.110","-1.329"," 2.588"
"7"," 2.030","-0.907"," 1.969"
"8"," 1.539","-0.851"," 1.963"
"9"," 1.711","-0.957"," 2.189"
"10"," 1.798","-1.121"," 1.653"
"11"," 1.512","-1.008"," 1.991"
"12"," 1.149","-1.500"," 1.676"
"13"," 1.666","-1.605"," 1.975"
"14"," 1.780","-2.120"," 2.428"
"15"," 1.860","-1.927"," 2.308"
"16"," 1.718","-1.502"," 2.138"
"17"," 1.557","-1.701"," 2.029"
"18"," 1.704","-1.610"," 2.328"
"19"," 1.875","-1.205"," 1.950"
"20"," 1.500","-0.918"," 1.933"
"21"," 1.540","-0.746"," 1.629"
"22"," 1.635","-0.788"," 2.268"
"23"," 1.783","-0.761"," 2.117"
"24"," 1.788","-1.152"," 2.098"
"25"," 1.595","-0.864"," 1.791"
"26"," 1.878","-1.137"," 2.329"
"27"," 2.155","-1.456"," 1.887"
"28"," 1.968","-1.522"," 2.393"
"29"," 1.424","-1.513"," 2.185"
"30"," 1.800","-1.335"," 1.931"
"31"," 1.319","-1.380"," 1.707"
"32"," 1.880","-1.471"," 2.124"
"33"," 1.701","-1.084"," 1.922"
"34"," 2.102","-0.823"," 2.378"
"35"," 1.638","-0.765"," 2.357"
"36"," 1.742","-0.804"," 2.476"
"37"," 1.670","-0.797"," 2.347"
"38"," 2.249","-1.268"," 2.105"
"39"," 1.779","-1.130"," 2.028"
"40"," 1.670","-0.794"," 2.335"
"41"," 1.580","-0.871"," 1.766"
"42"," 1.543","-0.960"," 1.919"
"43"," 1.831","-0.892"," 2.165"
"44"," 1.820","-0.862"," 2.472"
"45"," 1.499","-0.519"," 2.203"
"46"," 1.361","-0.684"," 1.634"
"47"," 1.540","-0.648"," 1.698"
"48"," 1.743","-0.847"," 2.422"
"49"," 1.262","-0.891"," 2.142"
"50"," 2.093","-0.885"," 2.367"
"51"," 1.700","-0.798"," 2.336"
"52"," 1.775","-0.829"," 2.308"
"53"," 2.072","-1.064"," 2.245"
"54"," 2.134","-0.865"," 2.070"
"55"," 1.643","-1.101"," 2.222"
"56"," 1.485","-1.032"," 1.771"
"57"," 1.824","-1.167"," 2.167"
"58"," 1.572","-0.963"," 1.872"
"59"," 1.262","-0.759"," 1.732"
"60"," 1.366","-1.353"," 1.915"
"61"," 1.748","-1.507"," 2.068"
"62"," 1.500","-1.240"," 1.878"
"63"," 1.149","-1.146"," 2.312"
"64"," 1.527","-1.485"," 2.288"
"65"," 1.894","-1.181"," 2.693"
"66"," 1.624","-0.847"," 2.383"
"67"," 1.322","-0.376"," 1.738"
"68"," 1.795","-1.122"," 2.306"
"69"," 1.695","-1.211"," 2.279"
"70"," 1.428","-0.917"," 1.996"
"71"," 1.974","-1.276"," 2.339"
"72"," 2.153","-0.983"," 1.997"
"73"," 1.693","-1.034"," 2.164"
"74"," 2.039","-1.491"," 2.654"
"75"," 1.816","-1.208"," 2.560"
"76"," 1.489","-1.480"," 2.058"
"77"," 1.136","-1.390"," 1.645"
"78"," 2.056","-1.374"," 2.129"
"79"," 1.832","-1.025"," 1.870"
"80"," 2.042","-0.723"," 1.698"
"81"," 1.515","-0.766"," 1.681"
"82"," 2.119","-0.964"," 2.391"
"83"," 2.169","-1.118"," 2.001"
"84"," 1.934","-0.829"," 2.017"
"85"," 1.786","-0.828"," 1.860"
"86"," 1.732","-1.141"," 2.078"
"87"," 1.896","-1.024"," 2.006"
"88"," 1.812","-1.016"," 1.859"
"89"," 2.017","-0.746"," 1.983"
"90"," 1.971","-0.903"," 2.115"
"91"," 1.544","-0.615"," 1.939"
"92"," 1.460","-0.970"," 2.057"
"93"," 1.884","-1.034"," 2.268"
"94"," 1.736","-0.983"," 2.461"
"95"," 1.677","-1.016"," 1.856"
"96"," 1.954","-0.843"," 1.858"
"97"," 1.790","-0.843"," 2.170"
"98"," 1.603","-0.973"," 2.107"
"99"," 1.716","-0.858"," 1.853"
"100"," 1.704","-0.882"," 2.332"
