"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.307","-2.238"," 2.149"
"3"," 2.049","-2.244"," 2.293"
"4"," 1.789","-1.848"," 2.184"
"5"," 1.645","-1.241"," 2.086"
"6"," 1.727","-1.499"," 2.603"
"7"," 1.946","-0.845"," 2.198"
"8"," 1.679","-0.865"," 2.047"
"9"," 1.479","-1.123"," 1.960"
"10"," 1.912","-1.258"," 1.947"
"11"," 1.637","-1.290"," 1.920"
"12"," 1.655","-1.343"," 2.347"
"13"," 1.495","-1.172"," 2.175"
"14"," 1.923","-1.085"," 2.131"
"15"," 1.843","-0.945"," 2.347"
"16"," 1.453","-0.805"," 2.035"
"17"," 1.314","-0.465"," 2.317"
"18"," 1.483","-0.622"," 2.067"
"19"," 1.501","-0.544"," 1.576"
"20"," 1.531","-0.997"," 2.273"
"21"," 1.476","-0.995"," 1.657"
"22"," 1.614","-0.708"," 2.049"
"23"," 1.449","-0.852"," 1.870"
"24"," 1.210","-1.074"," 2.141"
"25"," 1.665","-1.305"," 2.188"
"26"," 1.702","-1.110"," 2.019"
"27"," 1.828","-1.141"," 2.308"
"28"," 1.550","-0.951"," 2.017"
"29"," 1.465","-0.963"," 1.937"
"30"," 1.363","-1.395"," 1.987"
"31"," 1.541","-1.342"," 2.096"
"32"," 1.020","-1.152"," 1.552"
"33"," 1.611","-1.601"," 2.286"
"34"," 1.763","-1.389"," 2.391"
"35"," 2.133","-1.182"," 2.610"
"36"," 1.940","-0.868"," 2.521"
"37"," 1.535","-0.859"," 1.818"
"38"," 1.660","-0.957"," 1.755"
"39"," 1.529","-0.886"," 1.977"
"40"," 1.639","-0.885"," 1.951"
"41"," 1.909","-0.685"," 2.330"
"42"," 1.479","-1.008"," 1.967"
"43"," 1.791","-0.692"," 2.553"
"44"," 1.864","-0.870"," 2.298"
"45"," 1.594","-0.972"," 2.170"
"46"," 1.923","-0.836"," 1.927"
"47"," 1.890","-0.991"," 2.041"
"48"," 1.898","-0.980"," 2.450"
"49"," 2.059","-0.702"," 2.238"
"50"," 1.758","-0.684"," 2.580"
"51"," 1.380","-0.677"," 1.812"
"52"," 1.498","-0.738"," 2.071"
"53"," 1.564","-0.642"," 2.282"
"54"," 1.397","-0.561"," 2.027"
"55"," 1.288","-0.615"," 1.664"
"56"," 1.347","-0.853"," 1.953"
"57"," 1.380","-1.209"," 1.947"
"58"," 1.222","-1.227"," 2.226"
"59"," 1.953","-1.087"," 2.330"
"60"," 1.891","-1.051"," 2.372"
"61"," 1.637","-0.940"," 1.646"
"62"," 1.566","-0.989"," 2.091"
"63"," 1.566","-0.875"," 1.697"
"64"," 1.901","-1.169"," 1.999"
"65"," 1.771","-1.075"," 2.291"
"66"," 1.214","-0.680"," 1.782"
"67"," 1.120","-0.606"," 1.934"
"68"," 1.400","-1.320"," 1.800"
"69"," 2.109","-1.276"," 2.167"
"70"," 1.969","-1.568"," 2.150"
"71"," 1.734","-1.336"," 1.817"
"72"," 2.283","-0.782"," 2.166"
"73"," 1.788","-0.674"," 2.104"
"74"," 1.734","-0.737"," 1.889"
"75"," 2.302","-1.213"," 2.243"
"76"," 1.591","-1.109"," 2.191"
"77"," 1.997","-1.349"," 1.552"
"78"," 1.954","-1.079"," 2.137"
"79"," 1.631","-1.223"," 2.205"
"80"," 1.582","-1.254"," 2.130"
"81"," 1.517","-1.625"," 2.341"
"82"," 1.805","-1.591"," 2.155"
"83"," 1.981","-1.577"," 2.303"
"84"," 1.474","-1.251"," 1.994"
"85"," 1.444","-1.189"," 2.138"
"86"," 1.700","-1.438"," 2.426"
"87"," 1.619","-1.604"," 2.181"
"88"," 1.319","-1.693"," 1.867"
"89"," 1.573","-1.779"," 2.391"
"90"," 1.713","-1.742"," 1.842"
"91"," 1.839","-1.973"," 2.351"
"92"," 1.716","-1.450"," 1.751"
"93"," 1.520","-1.195"," 2.007"
"94"," 1.786","-1.140"," 2.267"
"95"," 1.647","-0.716"," 2.314"
"96"," 1.779","-0.997"," 2.491"
"97"," 1.288","-0.869"," 1.752"
"98"," 1.412","-1.510"," 2.055"
"99"," 1.854","-1.508"," 2.091"
"100"," 1.855","-1.178"," 2.312"
