"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.297","-2.409"," 1.826"
"3"," 1.674","-1.895"," 1.805"
"4"," 1.376","-1.729"," 2.015"
"5"," 1.658","-1.429"," 2.177"
"6"," 1.651","-1.432"," 2.266"
"7"," 1.771","-1.649"," 2.302"
"8"," 1.685","-1.586"," 2.103"
"9"," 1.769","-1.563"," 1.877"
"10"," 1.606","-1.155"," 1.677"
"11"," 1.664","-1.461"," 2.135"
"12"," 1.704","-1.380"," 1.777"
"13"," 1.958","-0.856"," 2.274"
"14"," 1.994","-0.923"," 2.718"
"15"," 1.739","-0.849"," 1.961"
"16"," 1.705","-1.188"," 1.955"
"17"," 1.750","-1.067"," 2.367"
"18"," 1.372","-1.063"," 2.032"
"19"," 1.708","-1.059"," 2.391"
"20"," 1.737","-1.032"," 2.167"
"21"," 1.498","-1.308"," 1.962"
"22"," 1.933","-1.062"," 2.170"
"23"," 1.971","-1.194"," 2.101"
"24"," 1.737","-1.418"," 1.882"
"25"," 1.771","-1.796"," 2.091"
"26"," 1.675","-1.543"," 1.941"
"27"," 1.384","-1.047"," 1.970"
"28"," 1.834","-1.190"," 2.209"
"29"," 1.660","-1.046"," 2.247"
"30"," 1.482","-0.880"," 1.602"
"31"," 1.499","-1.171"," 1.974"
"32"," 1.705","-1.192"," 1.899"
"33"," 1.942","-1.432"," 2.222"
"34"," 1.797","-1.417"," 2.315"
"35"," 1.427","-1.154"," 2.058"
"36"," 1.828","-1.354"," 2.047"
"37"," 1.838","-1.135"," 2.496"
"38"," 1.669","-1.054"," 2.125"
"39"," 1.886","-1.109"," 2.379"
"40"," 1.527","-0.738"," 2.097"
"41"," 1.631","-1.017"," 2.067"
"42"," 1.937","-1.232"," 2.473"
"43"," 1.851","-0.665"," 2.129"
"44"," 1.675","-1.076"," 1.668"
"45"," 1.652","-0.926"," 2.328"
"46"," 1.619","-1.030"," 2.177"
"47"," 1.594","-0.958"," 1.816"
"48"," 1.813","-1.315"," 2.378"
"49"," 1.756","-0.861"," 2.047"
"50"," 1.410","-0.734"," 2.050"
"51"," 1.590","-0.883"," 1.776"
"52"," 1.466","-0.625"," 2.081"
"53"," 1.608","-0.955"," 1.998"
"54"," 1.327","-1.018"," 1.692"
"55"," 1.417","-1.280"," 1.993"
"56"," 1.671","-1.275"," 2.341"
"57"," 1.693","-1.775"," 1.923"
"58"," 1.938","-1.161"," 1.784"
"59"," 1.961","-1.363"," 2.153"
"60"," 1.643","-1.043"," 1.949"
"61"," 1.809","-1.064"," 1.910"
"62"," 1.605","-1.153"," 2.252"
"63"," 1.947","-1.139"," 1.912"
"64"," 1.912","-0.926"," 2.070"
"65"," 1.776","-1.132"," 2.008"
"66"," 1.562","-1.216"," 1.868"
"67"," 1.445","-1.521"," 2.084"
"68"," 1.649","-1.367"," 1.963"
"69"," 2.013","-1.276"," 2.377"
"70"," 1.882","-1.312"," 2.262"
"71"," 1.548","-1.122"," 2.282"
"72"," 1.516","-1.607"," 1.915"
"73"," 1.586","-1.765"," 1.766"
"74"," 1.939","-1.749"," 1.964"
"75"," 1.236","-1.392"," 1.495"
"76"," 1.802","-1.601"," 2.379"
"77"," 1.692","-1.361"," 1.882"
"78"," 1.556","-1.256"," 2.205"
"79"," 1.584","-1.434"," 2.070"
"80"," 1.462","-1.233"," 1.994"
"81"," 1.712","-1.583"," 2.136"
"82"," 2.097","-1.732"," 2.443"
"83"," 1.691","-1.256"," 2.094"
"84"," 1.911","-1.185"," 2.312"
"85"," 2.037","-0.446"," 1.876"
"86"," 1.484","-0.707"," 2.077"
"87"," 1.628","-0.587"," 2.019"
"88"," 1.802","-0.752"," 2.172"
"89"," 1.513","-0.551"," 2.097"
"90"," 1.608","-0.655"," 2.165"
"91"," 2.224","-0.386"," 2.481"
"92"," 1.366","-0.475"," 2.156"
"93"," 1.201","-0.910"," 1.567"
"94"," 1.674","-1.134"," 1.822"
"95"," 1.361","-1.056"," 1.854"
"96"," 1.570","-1.020"," 2.077"
"97"," 1.794","-1.199"," 2.036"
"98"," 1.263","-0.771"," 2.013"
"99"," 1.733","-1.281"," 2.556"
"100"," 1.556","-1.573"," 1.782"
