"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 0.899","-2.368"," 1.896"
"3"," 1.115","-2.179"," 2.297"
"4"," 1.550","-1.965"," 1.632"
"5"," 2.080","-1.655"," 2.259"
"6"," 1.728","-1.756"," 2.187"
"7"," 1.806","-1.154"," 2.132"
"8"," 1.763","-0.810"," 1.843"
"9"," 1.843","-0.791"," 1.829"
"10"," 1.863","-0.681"," 2.242"
"11"," 1.576","-0.981"," 1.821"
"12"," 1.780","-1.276"," 2.383"
"13"," 1.611","-0.870"," 2.200"
"14"," 1.411","-1.032"," 1.781"
"15"," 1.546","-1.305"," 1.891"
"16"," 2.026","-1.216"," 2.413"
"17"," 1.297","-1.023"," 1.994"
"18"," 1.254","-0.861"," 1.945"
"19"," 1.568","-1.049"," 2.684"
"20"," 1.855","-1.364"," 1.959"
"21"," 1.616","-1.603"," 1.818"
"22"," 1.691","-1.730"," 2.020"
"23"," 1.732","-1.530"," 1.999"
"24"," 1.889","-1.438"," 2.164"
"25"," 1.854","-1.450"," 1.848"
"26"," 2.077","-1.505"," 2.429"
"27"," 1.898","-1.014"," 2.070"
"28"," 2.033","-1.061"," 2.156"
"29"," 1.832","-1.156"," 2.115"
"30"," 1.837","-1.054"," 2.709"
"31"," 1.560","-0.963"," 2.072"
"32"," 1.626","-1.175"," 2.427"
"33"," 1.688","-1.229"," 2.028"
"34"," 1.655","-1.155"," 2.197"
"35"," 1.973","-1.361"," 2.225"
"36"," 1.845","-1.166"," 2.284"
"37"," 1.686","-0.911"," 2.187"
"38"," 2.148","-0.603"," 1.768"
"39"," 1.967","-0.946"," 1.969"
"40"," 1.645","-0.736"," 2.079"
"41"," 1.360","-1.298"," 2.356"
"42"," 1.713","-1.487"," 2.331"
"43"," 1.777","-1.211"," 2.347"
"44"," 1.503","-1.239"," 2.312"
"45"," 1.481","-1.477"," 2.270"
"46"," 1.917","-1.368"," 2.138"
"47"," 1.833","-1.246"," 2.143"
"48"," 1.734","-1.562"," 2.088"
"49"," 1.952","-1.396"," 2.443"
"50"," 2.206","-1.064"," 2.543"
"51"," 1.753","-0.910"," 1.859"
"52"," 1.790","-0.928"," 1.781"
"53"," 2.041","-0.898"," 2.171"
"54"," 1.525","-0.547"," 2.011"
"55"," 1.846","-0.905"," 1.834"
"56"," 1.626","-1.061"," 1.790"
"57"," 1.602","-0.860"," 1.754"
"58"," 1.443","-1.019"," 2.453"
"59"," 1.230","-0.762"," 1.765"
"60"," 1.865","-1.092"," 2.275"
"61"," 2.077","-0.705"," 1.871"
"62"," 1.984","-0.579"," 2.355"
"63"," 1.717","-0.946"," 2.330"
"64"," 1.474","-0.637"," 1.950"
"65"," 1.109","-1.215"," 1.560"
"66"," 1.747","-1.195"," 2.205"
"67"," 1.725","-1.026"," 2.094"
"68"," 1.931","-0.815"," 1.857"
"69"," 1.877","-0.961"," 1.744"
"70"," 2.131","-0.849"," 2.203"
"71"," 2.049","-0.845"," 2.479"
"72"," 1.929","-0.986"," 2.326"
"73"," 2.040","-1.351"," 2.628"
"74"," 1.677","-0.936"," 1.980"
"75"," 1.605","-1.220"," 2.335"
"76"," 1.265","-1.465"," 1.980"
"77"," 1.667","-1.343"," 2.183"
"78"," 1.918","-1.161"," 2.363"
"79"," 1.495","-1.310"," 2.050"
"80"," 1.766","-1.175"," 2.095"
"81"," 1.651","-1.153"," 2.277"
"82"," 1.255","-1.043"," 1.711"
"83"," 1.836","-0.985"," 2.126"
"84"," 1.915","-1.327"," 1.772"
"85"," 1.701","-1.414"," 1.547"
"86"," 2.122","-1.241"," 2.007"
"87"," 1.259","-0.839"," 1.932"
"88"," 1.594","-1.382"," 1.798"
"89"," 1.898","-1.489"," 2.195"
"90"," 1.901","-1.498"," 2.393"
"91"," 1.603","-1.099"," 2.214"
"92"," 1.782","-1.323"," 2.047"
"93"," 1.788","-1.291"," 2.178"
"94"," 2.105","-1.315"," 1.963"
"95"," 1.696","-1.086"," 2.224"
"96"," 1.723","-0.732"," 2.073"
"97"," 1.733","-0.426"," 2.126"
"98"," 1.553","-0.627"," 2.144"
"99"," 1.736","-0.710"," 1.810"
"100"," 1.624","-0.939"," 2.160"
