"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.387","-2.480"," 1.704"
"3"," 1.434","-2.274"," 2.141"
"4"," 1.724","-2.118"," 2.173"
"5"," 1.604","-1.859"," 2.176"
"6"," 1.882","-1.600"," 2.277"
"7"," 2.032","-1.401"," 2.303"
"8"," 1.873","-1.228"," 2.393"
"9"," 2.314","-1.106"," 2.128"
"10"," 1.559","-0.881"," 2.088"
"11"," 1.510","-1.051"," 2.179"
"12"," 1.666","-1.147"," 2.160"
"13"," 1.548","-0.904"," 2.145"
"14"," 1.635","-0.852"," 2.432"
"15"," 1.468","-0.830"," 2.244"
"16"," 1.448","-1.310"," 2.151"
"17"," 1.801","-1.512"," 1.927"
"18"," 1.878","-1.211"," 2.728"
"19"," 1.909","-0.922"," 1.692"
"20"," 1.836","-0.916"," 1.807"
"21"," 1.649","-0.826"," 2.203"
"22"," 1.990","-0.985"," 2.391"
"23"," 1.443","-0.679"," 2.280"
"24"," 1.509","-1.266"," 1.850"
"25"," 1.810","-1.239"," 2.006"
"26"," 1.891","-0.714"," 2.118"
"27"," 2.003","-0.286"," 1.925"
"28"," 1.675","-0.558"," 1.759"
"29"," 1.811","-0.792"," 2.199"
"30"," 1.621","-0.743"," 2.125"
"31"," 1.601","-1.175"," 2.026"
"32"," 1.179","-1.103"," 1.536"
"33"," 1.342","-1.575"," 2.286"
"34"," 1.670","-1.320"," 2.041"
"35"," 1.568","-1.301"," 1.972"
"36"," 1.636","-1.102"," 1.869"
"37"," 1.768","-1.498"," 2.301"
"38"," 1.520","-1.089"," 2.162"
"39"," 1.756","-1.160"," 2.183"
"40"," 1.701","-1.348"," 2.549"
"41"," 1.448","-0.850"," 1.706"
"42"," 1.593","-0.930"," 2.399"
"43"," 1.627","-0.952"," 2.251"
"44"," 1.976","-0.896"," 2.385"
"45"," 1.534","-0.857"," 2.289"
"46"," 1.657","-1.596"," 1.849"
"47"," 1.693","-1.644"," 2.381"
"48"," 1.619","-1.879"," 2.418"
"49"," 1.361","-1.992"," 1.825"
"50"," 2.310","-1.074"," 2.080"
"51"," 1.929","-0.241"," 2.446"
"52"," 1.421","-0.735"," 2.131"
"53"," 1.370","-1.168"," 2.094"
"54"," 1.614","-1.110"," 2.287"
"55"," 1.883","-1.252"," 2.525"
"56"," 2.013","-1.394"," 2.513"
"57"," 1.932","-1.343"," 2.418"
"58"," 1.252","-1.240"," 1.979"
"59"," 1.633","-1.534"," 2.102"
"60"," 1.775","-1.581"," 1.989"
"61"," 1.762","-1.743"," 2.359"
"62"," 1.723","-1.551"," 2.466"
"63"," 1.970","-1.365"," 1.642"
"64"," 1.939","-0.873"," 2.145"
"65"," 1.944","-0.659"," 2.083"
"66"," 1.543","-0.897"," 2.050"
"67"," 1.215","-0.781"," 2.066"
"68"," 1.574","-1.305"," 2.022"
"69"," 1.832","-1.144"," 2.044"
"70"," 1.640","-0.719"," 1.963"
"71"," 2.053","-1.136"," 2.021"
"72"," 1.660","-1.460"," 2.148"
"73"," 1.692","-0.926"," 1.673"
"74"," 1.467","-1.190"," 2.355"
"75"," 1.759","-1.099"," 1.977"
"76"," 1.470","-1.401"," 2.003"
"77"," 1.638","-1.433"," 2.088"
"78"," 1.234","-1.288"," 1.567"
"79"," 1.884","-1.344"," 2.043"
"80"," 1.424","-1.201"," 2.416"
"81"," 1.812","-1.094"," 2.141"
"82"," 2.004","-1.209"," 2.238"
"83"," 1.760","-1.197"," 1.907"
"84"," 1.462","-0.986"," 1.993"
"85"," 1.855","-0.766"," 2.191"
"86"," 1.689","-0.829"," 2.086"
"87"," 1.812","-1.088"," 2.163"
"88"," 1.585","-0.822"," 2.083"
"89"," 1.112","-0.856"," 2.341"
"90"," 1.085","-1.126"," 1.930"
"91"," 1.660","-1.380"," 1.825"
"92"," 1.649","-1.355"," 2.145"
"93"," 1.860","-1.264"," 2.517"
"94"," 1.731","-1.030"," 1.794"
"95"," 1.296","-1.139"," 2.064"
"96"," 1.500","-1.314"," 1.748"
"97"," 1.862","-1.560"," 2.115"
"98"," 2.105","-1.595"," 2.613"
"99"," 1.193","-1.222"," 1.680"
"100"," 1.167","-1.630"," 1.673"
