"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.060","-2.581"," 1.762"
"3"," 1.857","-2.152"," 2.184"
"4"," 1.414","-1.869"," 1.776"
"5"," 1.932","-1.393"," 2.090"
"6"," 2.008","-1.288"," 2.496"
"7"," 1.511","-1.651"," 2.046"
"8"," 1.480","-1.816"," 2.093"
"9"," 1.907","-1.613"," 2.498"
"10"," 1.721","-0.911"," 2.189"
"11"," 1.666","-0.498"," 2.248"
"12"," 1.511","-0.617"," 1.614"
"13"," 1.431","-0.660"," 2.141"
"14"," 1.670","-0.859"," 1.914"
"15"," 1.755","-0.900"," 2.047"
"16"," 1.916","-0.517"," 2.074"
"17"," 1.972","-0.742"," 2.243"
"18"," 1.864","-0.804"," 2.180"
"19"," 1.405","-0.650"," 1.818"
"20"," 1.358","-1.502"," 2.245"
"21"," 1.758","-1.488"," 2.317"
"22"," 1.727","-1.240"," 1.596"
"23"," 1.755","-1.370"," 2.110"
"24"," 2.076","-1.077"," 2.351"
"25"," 1.724","-0.891"," 1.674"
"26"," 1.355","-0.826"," 1.824"
"27"," 1.800","-1.323"," 1.958"
"28"," 2.347","-1.184"," 2.599"
"29"," 1.814","-0.842"," 2.089"
"30"," 1.570","-0.369"," 1.705"
"31"," 1.864","-0.618"," 1.872"
"32"," 1.802","-0.800"," 2.028"
"33"," 1.698","-0.998"," 2.383"
"34"," 1.768","-1.121"," 1.845"
"35"," 1.875","-1.088"," 2.204"
"36"," 1.744","-1.342"," 2.300"
"37"," 1.642","-1.509"," 2.046"
"38"," 1.831","-1.635"," 1.905"
"39"," 1.361","-1.875"," 2.221"
"40"," 1.673","-1.699"," 2.136"
"41"," 1.714","-1.605"," 1.850"
"42"," 1.983","-1.188"," 1.995"
"43"," 1.484","-0.645"," 2.202"
"44"," 1.243","-1.160"," 2.063"
"45"," 1.482","-1.527"," 2.231"
"46"," 1.716","-1.651"," 2.077"
"47"," 1.582","-0.978"," 2.246"
"48"," 1.708","-1.146"," 2.306"
"49"," 1.556","-1.527"," 2.162"
"50"," 1.313","-1.518"," 1.583"
"51"," 1.615","-1.401"," 2.116"
"52"," 1.745","-1.177"," 1.909"
"53"," 2.132","-0.799"," 2.144"
"54"," 1.632","-0.619"," 2.092"
"55"," 1.643","-0.749"," 2.429"
"56"," 1.634","-0.486"," 1.869"
"57"," 1.677","-0.623"," 2.321"
"58"," 1.337","-0.956"," 2.436"
"59"," 1.548","-1.132"," 1.735"
"60"," 1.405","-0.899"," 2.035"
"61"," 1.988","-0.891"," 2.146"
"62"," 1.980","-1.148"," 2.334"
"63"," 1.825","-0.658"," 1.963"
"64"," 1.711","-0.447"," 1.804"
"65"," 1.707","-0.520"," 2.181"
"66"," 1.508","-0.342"," 2.376"
"67"," 1.152","-0.721"," 2.219"
"68"," 1.456","-0.890"," 1.845"
"69"," 1.919","-1.287"," 2.555"
"70"," 1.631","-1.496"," 1.984"
"71"," 1.924","-1.648"," 2.399"
"72"," 2.257","-1.193"," 1.981"
"73"," 1.947","-1.189"," 2.007"
"74"," 1.503","-1.271"," 1.715"
"75"," 1.991","-1.534"," 2.389"
"76"," 1.740","-1.630"," 2.456"
"77"," 2.005","-1.604"," 2.145"
"78"," 1.732","-1.250"," 1.984"
"79"," 1.565","-0.668"," 2.156"
"80"," 1.490","-1.382"," 2.443"
"81"," 1.331","-1.580"," 1.961"
"82"," 1.798","-1.953"," 1.918"
"83"," 1.767","-1.502"," 2.042"
"84"," 1.758","-1.411"," 2.025"
"85"," 1.455","-1.394"," 2.295"
"86"," 1.607","-0.945"," 2.374"
"87"," 1.712","-0.544"," 1.593"
"88"," 2.219","-0.693"," 2.590"
"89"," 1.836","-0.968"," 1.927"
"90"," 1.793","-0.859"," 1.957"
"91"," 1.370","-0.745"," 2.052"
"92"," 1.588","-0.947"," 2.241"
"93"," 1.878","-1.031"," 2.326"
"94"," 1.913","-0.527"," 1.894"
"95"," 1.731","-1.105"," 2.391"
"96"," 1.821","-0.724"," 2.396"
"97"," 1.494","-1.085"," 1.710"
"98"," 1.648","-1.339"," 1.940"
"99"," 2.141","-1.182"," 2.306"
"100"," 1.963","-0.872"," 1.989"
