"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.080","-2.225"," 1.798"
"3"," 1.941","-2.189"," 1.843"
"4"," 1.581","-1.927"," 2.294"
"5"," 1.640","-1.706"," 2.174"
"6"," 1.683","-1.559"," 1.749"
"7"," 1.668","-1.308"," 2.343"
"8"," 1.993","-0.800"," 2.162"
"9"," 1.807","-0.816"," 2.097"
"10"," 1.483","-1.284"," 2.423"
"11"," 1.492","-1.193"," 1.940"
"12"," 1.888","-1.443"," 1.850"
"13"," 1.620","-1.303"," 2.231"
"14"," 1.682","-1.081"," 1.951"
"15"," 1.969","-0.809"," 2.189"
"16"," 2.015","-0.624"," 2.190"
"17"," 1.722","-0.934"," 2.001"
"18"," 2.037","-0.875"," 1.922"
"19"," 1.551","-0.854"," 2.032"
"20"," 1.674","-0.477"," 2.239"
"21"," 1.738","-0.748"," 2.178"
"22"," 1.822","-0.810"," 1.931"
"23"," 1.910","-0.652"," 2.208"
"24"," 1.795","-0.750"," 2.245"
"25"," 1.892","-0.626"," 1.673"
"26"," 1.970","-0.905"," 1.996"
"27"," 2.199","-0.999"," 2.155"
"28"," 2.003","-1.016"," 2.077"
"29"," 2.046","-0.803"," 2.205"
"30"," 1.816","-0.452"," 2.149"
"31"," 1.365","-0.734"," 1.956"
"32"," 1.527","-1.322"," 2.259"
"33"," 1.683","-1.567"," 2.103"
"34"," 2.163","-1.684"," 2.359"
"35"," 1.983","-1.699"," 2.178"
"36"," 1.955","-1.745"," 2.180"
"37"," 2.055","-1.377"," 2.122"
"38"," 1.703","-1.558"," 1.865"
"39"," 1.569","-1.463"," 2.034"
"40"," 1.869","-1.089"," 2.144"
"41"," 1.212","-0.687"," 2.221"
"42"," 1.376","-0.975"," 1.916"
"43"," 1.816","-1.291"," 2.264"
"44"," 1.750","-1.253"," 2.164"
"45"," 1.466","-0.994"," 1.897"
"46"," 1.758","-0.745"," 2.084"
"47"," 1.736","-0.763"," 2.255"
"48"," 1.722","-0.720"," 2.500"
"49"," 1.619","-1.088"," 1.577"
"50"," 1.933","-1.022"," 1.739"
"51"," 1.943","-1.093"," 2.459"
"52"," 2.000","-1.290"," 2.147"
"53"," 2.052","-1.465"," 1.948"
"54"," 1.774","-1.330"," 2.122"
"55"," 1.998","-1.426"," 2.188"
"56"," 1.651","-1.315"," 2.085"
"57"," 1.805","-1.310"," 2.405"
"58"," 1.834","-1.612"," 2.204"
"59"," 1.682","-1.410"," 1.914"
"60"," 2.089","-1.389"," 2.221"
"61"," 2.072","-1.072"," 2.275"
"62"," 1.891","-0.629"," 2.201"
"63"," 1.753","-0.504"," 2.356"
"64"," 1.269","-0.907"," 1.446"
"65"," 1.671","-1.160"," 1.638"
"66"," 1.627","-1.143"," 2.023"
"67"," 1.476","-1.305"," 2.024"
"68"," 1.680","-1.477"," 1.771"
"69"," 1.900","-1.379"," 2.144"
"70"," 1.710","-1.483"," 2.423"
"71"," 1.911","-1.277"," 2.211"
"72"," 1.817","-0.894"," 2.083"
"73"," 1.313","-0.579"," 1.865"
"74"," 1.799","-1.102"," 2.123"
"75"," 1.769","-1.180"," 2.262"
"76"," 1.683","-0.691"," 1.751"
"77"," 2.158","-0.678"," 2.105"
"78"," 1.803","-0.933"," 2.281"
"79"," 1.397","-0.988"," 2.104"
"80"," 1.669","-1.061"," 2.577"
"81"," 2.008","-1.115"," 2.227"
"82"," 1.789","-0.654"," 2.051"
"83"," 1.685","-0.954"," 1.743"
"84"," 1.268","-1.274"," 1.788"
"85"," 1.582","-1.323"," 1.940"
"86"," 1.565","-1.501"," 1.858"
"87"," 1.758","-1.432"," 2.310"
"88"," 1.903","-1.027"," 2.090"
"89"," 1.711","-0.538"," 2.148"
"90"," 1.424","-0.651"," 2.075"
"91"," 1.307","-1.189"," 2.020"
"92"," 1.925","-1.339"," 2.591"
"93"," 1.620","-1.386"," 1.868"
"94"," 1.332","-1.573"," 1.951"
"95"," 1.902","-1.729"," 2.311"
"96"," 1.985","-1.616"," 1.977"
"97"," 1.641","-1.091"," 1.817"
"98"," 1.657","-1.259"," 1.856"
"99"," 1.588","-1.397"," 2.210"
"100"," 2.238","-1.338"," 2.474"
