"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.286","-2.165"," 1.908"
"3"," 2.051","-1.588"," 2.416"
"4"," 1.832","-1.466"," 1.651"
"5"," 1.549","-1.134"," 2.100"
"6"," 1.572","-1.251"," 1.547"
"7"," 1.788","-1.636"," 2.113"
"8"," 1.843","-1.551"," 2.054"
"9"," 1.768","-1.472"," 2.407"
"10"," 1.772","-1.320"," 2.163"
"11"," 1.570","-0.866"," 2.193"
"12"," 1.492","-1.318"," 2.271"
"13"," 1.777","-1.265"," 1.938"
"14"," 1.898","-0.958"," 2.009"
"15"," 1.831","-0.564"," 2.482"
"16"," 1.821","-0.513"," 2.062"
"17"," 1.975","-0.774"," 2.407"
"18"," 1.281","-0.702"," 2.010"
"19"," 1.245","-1.017"," 2.078"
"20"," 1.873","-1.255"," 2.123"
"21"," 2.284","-0.998"," 2.324"
"22"," 1.941","-0.464"," 2.152"
"23"," 1.594","-0.321"," 1.953"
"24"," 1.815","-0.731"," 2.296"
"25"," 1.617","-0.915"," 2.032"
"26"," 2.232","-1.050"," 2.342"
"27"," 2.076","-0.891"," 1.903"
"28"," 1.562","-0.773"," 2.013"
"29"," 1.392","-1.546"," 2.386"
"30"," 1.487","-1.695"," 1.993"
"31"," 1.664","-1.619"," 1.826"
"32"," 1.911","-1.401"," 2.137"
"33"," 1.348","-0.927"," 1.611"
"34"," 1.715","-1.493"," 2.231"
"35"," 1.639","-1.647"," 2.184"
"36"," 1.791","-1.333"," 2.082"
"37"," 1.767","-1.261"," 2.148"
"38"," 1.823","-1.367"," 2.034"
"39"," 1.982","-1.086"," 2.353"
"40"," 1.746","-0.974"," 1.740"
"41"," 1.378","-1.030"," 2.646"
"42"," 1.786","-1.243"," 2.163"
"43"," 1.697","-1.058"," 2.044"
"44"," 1.421","-1.077"," 1.796"
"45"," 1.841","-1.032"," 2.576"
"46"," 2.237","-0.993"," 2.413"
"47"," 1.944","-1.117"," 2.441"
"48"," 1.214","-1.124"," 1.816"
"49"," 1.616","-1.440"," 1.882"
"50"," 1.252","-1.560"," 1.374"
"51"," 1.927","-1.791"," 1.700"
"52"," 1.428","-1.571"," 2.388"
"53"," 1.449","-1.341"," 2.184"
"54"," 1.634","-1.648"," 1.959"
"55"," 1.789","-1.620"," 2.258"
"56"," 1.862","-1.287"," 2.297"
"57"," 2.134","-0.975"," 2.317"
"58"," 2.022","-0.817"," 1.931"
"59"," 1.760","-0.687"," 2.276"
"60"," 1.684","-0.753"," 1.774"
"61"," 1.256","-0.533"," 2.001"
"62"," 1.186","-1.306"," 2.168"
"63"," 1.610","-1.021"," 1.815"
"64"," 1.940","-0.853"," 2.103"
"65"," 1.940","-0.618"," 1.843"
"66"," 1.859","-0.741"," 1.956"
"67"," 1.528","-0.593"," 1.962"
"68"," 1.295","-0.769"," 2.629"
"69"," 1.393","-1.521"," 1.661"
"70"," 1.547","-1.631"," 2.453"
"71"," 1.465","-0.900"," 2.143"
"72"," 1.742","-1.145"," 2.012"
"73"," 2.296","-0.870"," 2.139"
"74"," 2.239","-1.005"," 2.072"
"75"," 1.667","-0.538"," 2.628"
"76"," 1.506","-1.567"," 1.959"
"77"," 1.974","-0.808"," 2.564"
"78"," 1.778","-1.135"," 2.158"
"79"," 1.609","-1.347"," 2.030"
"80"," 1.775","-1.067"," 1.891"
"81"," 1.802","-1.135"," 2.398"
"82"," 1.633","-1.263"," 2.051"
"83"," 1.706","-0.879"," 1.800"
"84"," 1.322","-0.811"," 2.078"
"85"," 1.667","-1.216"," 2.082"
"86"," 1.612","-1.156"," 2.021"
"87"," 1.614","-1.253"," 2.240"
"88"," 1.352","-1.195"," 2.082"
"89"," 1.424","-1.035"," 2.345"
"90"," 1.353","-1.389"," 2.088"
"91"," 1.323","-1.619"," 2.309"
"92"," 1.732","-1.168"," 2.476"
"93"," 1.715","-1.317"," 2.104"
"94"," 1.993","-1.075"," 2.131"
"95"," 1.674","-1.074"," 1.847"
"96"," 1.624","-1.163"," 1.592"
"97"," 1.777","-1.083"," 2.416"
"98"," 1.417","-0.962"," 2.106"
"99"," 2.121","-1.187"," 1.689"
"100"," 1.941","-0.593"," 2.197"
