"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.317","-2.478"," 1.826"
"3"," 1.966","-2.306"," 2.223"
"4"," 1.686","-1.769"," 2.205"
"5"," 1.586","-1.273"," 2.096"
"6"," 1.509","-1.236"," 1.904"
"7"," 1.664","-1.111"," 1.856"
"8"," 1.660","-1.272"," 2.392"
"9"," 1.352","-1.428"," 2.003"
"10"," 1.763","-1.472"," 2.393"
"11"," 1.403","-1.531"," 1.885"
"12"," 1.391","-1.516"," 1.892"
"13"," 1.843","-1.506"," 1.825"
"14"," 1.718","-0.916"," 1.915"
"15"," 1.684","-0.862"," 2.271"
"16"," 1.653","-0.959"," 2.236"
"17"," 1.876","-0.936"," 2.416"
"18"," 1.552","-1.233"," 1.701"
"19"," 1.664","-1.484"," 2.252"
"20"," 1.654","-1.184"," 2.131"
"21"," 1.947","-1.129"," 2.231"
"22"," 2.017","-0.935"," 2.273"
"23"," 2.045","-0.561"," 2.230"
"24"," 1.367","-0.896"," 1.501"
"25"," 1.798","-1.191"," 2.205"
"26"," 1.664","-1.087"," 1.891"
"27"," 1.552","-1.197"," 2.227"
"28"," 1.900","-1.660"," 1.989"
"29"," 1.740","-1.316"," 2.260"
"30"," 1.641","-1.210"," 2.376"
"31"," 1.985","-1.036"," 1.844"
"32"," 1.683","-0.878"," 1.974"
"33"," 1.612","-1.127"," 2.389"
"34"," 2.205","-0.938"," 2.507"
"35"," 1.928","-0.718"," 2.489"
"36"," 1.923","-1.149"," 2.362"
"37"," 1.673","-1.108"," 2.281"
"38"," 1.867","-0.963"," 2.373"
"39"," 1.689","-1.013"," 2.305"
"40"," 1.384","-0.924"," 2.354"
"41"," 1.348","-0.717"," 1.881"
"42"," 1.911","-1.309"," 2.163"
"43"," 1.577","-1.324"," 2.258"
"44"," 1.825","-1.334"," 2.616"
"45"," 1.612","-1.192"," 2.164"
"46"," 1.766","-1.157"," 2.378"
"47"," 1.526","-1.162"," 2.096"
"48"," 1.659","-1.041"," 2.465"
"49"," 1.363","-1.166"," 2.063"
"50"," 1.766","-1.214"," 2.502"
"51"," 1.913","-0.981"," 2.413"
"52"," 1.608","-0.705"," 1.770"
"53"," 1.790","-0.536"," 2.182"
"54"," 1.769","-1.443"," 2.366"
"55"," 1.617","-1.005"," 1.799"
"56"," 1.473","-0.987"," 2.022"
"57"," 1.712","-0.958"," 1.691"
"58"," 1.627","-0.500"," 2.467"
"59"," 1.624","-0.655"," 2.624"
"60"," 1.445","-0.954"," 1.897"
"61"," 1.481","-1.257"," 1.922"
"62"," 1.488","-1.196"," 1.951"
"63"," 1.793","-1.707"," 1.971"
"64"," 1.595","-1.459"," 2.095"
"65"," 1.898","-1.316"," 2.342"
"66"," 1.929","-0.938"," 2.011"
"67"," 2.094","-0.856"," 2.017"
"68"," 1.936","-0.876"," 2.163"
"69"," 1.676","-0.696"," 1.863"
"70"," 2.268","-1.162"," 2.212"
"71"," 1.469","-1.049"," 2.393"
"72"," 2.004","-0.986"," 2.084"
"73"," 1.875","-1.122"," 2.385"
"74"," 1.979","-0.647"," 2.206"
"75"," 1.456","-0.699"," 2.049"
"76"," 1.686","-0.755"," 2.347"
"77"," 1.449","-1.135"," 2.337"
"78"," 1.213","-1.460"," 1.947"
"79"," 1.697","-1.062"," 1.919"
"80"," 1.403","-1.415"," 1.636"
"81"," 1.574","-1.569"," 2.048"
"82"," 2.207","-1.496"," 2.645"
"83"," 1.694","-1.310"," 2.373"
"84"," 1.900","-1.687"," 1.995"
"85"," 1.798","-1.974"," 2.090"
"86"," 1.995","-1.217"," 2.307"
"87"," 1.979","-1.123"," 2.278"
"88"," 1.598","-0.991"," 2.340"
"89"," 1.379","-0.991"," 1.996"
"90"," 1.570","-1.018"," 2.341"
"91"," 1.493","-0.820"," 1.916"
"92"," 1.984","-1.007"," 1.880"
"93"," 1.946","-1.206"," 2.159"
"94"," 1.779","-1.020"," 2.262"
"95"," 1.952","-0.879"," 1.725"
"96"," 1.709","-1.051"," 2.310"
"97"," 1.696","-0.807"," 2.052"
"98"," 1.760","-0.743"," 2.292"
"99"," 1.895","-0.892"," 2.707"
"100"," 1.780","-0.637"," 2.237"
