"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.176","-2.604"," 2.167"
"3"," 1.240","-2.427"," 2.264"
"4"," 2.173","-2.584"," 2.357"
"5"," 2.069","-2.290"," 2.604"
"6"," 1.834","-2.010"," 2.133"
"7"," 2.112","-2.024"," 1.837"
"8"," 1.700","-1.515"," 1.987"
"9"," 1.276","-1.554"," 2.349"
"10"," 1.486","-1.525"," 2.364"
"11"," 1.403","-1.472"," 1.930"
"12"," 1.754","-1.420"," 2.270"
"13"," 1.623","-1.000"," 2.209"
"14"," 1.619","-1.401"," 2.070"
"15"," 1.752","-0.841"," 2.533"
"16"," 1.609","-0.900"," 1.949"
"17"," 1.602","-0.970"," 2.104"
"18"," 1.387","-0.933"," 1.791"
"19"," 1.531","-0.739"," 2.250"
"20"," 1.268","-1.023"," 1.869"
"21"," 1.236","-1.120"," 1.772"
"22"," 1.756","-1.670"," 2.310"
"23"," 2.113","-1.498"," 2.163"
"24"," 2.161","-1.066"," 2.244"
"25"," 1.680","-0.917"," 2.156"
"26"," 1.308","-0.809"," 1.683"
"27"," 1.497","-0.857"," 2.300"
"28"," 1.446","-1.520"," 1.861"
"29"," 1.844","-1.842"," 2.038"
"30"," 1.823","-1.651"," 2.335"
"31"," 1.631","-1.566"," 2.295"
"32"," 2.153","-1.116"," 2.343"
"33"," 1.701","-1.014"," 1.916"
"34"," 1.554","-1.201"," 2.543"
"35"," 1.904","-0.856"," 2.073"
"36"," 1.832","-0.833"," 2.214"
"37"," 1.601","-0.795"," 1.916"
"38"," 1.298","-0.976"," 1.720"
"39"," 1.632","-1.339"," 2.253"
"40"," 1.577","-0.824"," 2.079"
"41"," 1.451","-0.814"," 2.162"
"42"," 1.733","-1.031"," 2.433"
"43"," 1.824","-0.793"," 2.219"
"44"," 1.771","-0.691"," 2.255"
"45"," 1.947","-0.331"," 1.937"
"46"," 1.805","-0.805"," 1.802"
"47"," 1.754","-0.331"," 2.240"
"48"," 1.680","-1.192"," 1.796"
"49"," 1.692","-1.001"," 2.264"
"50"," 1.918","-0.994"," 1.983"
"51"," 1.408","-1.174"," 2.114"
"52"," 1.767","-1.435"," 1.957"
"53"," 1.861","-1.063"," 2.151"
"54"," 1.942","-1.328"," 2.422"
"55"," 1.940","-1.353"," 2.389"
"56"," 2.147","-1.095"," 2.458"
"57"," 1.455","-0.815"," 1.827"
"58"," 1.723","-1.285"," 2.089"
"59"," 1.609","-1.140"," 2.000"
"60"," 1.859","-0.887"," 2.373"
"61"," 1.940","-1.345"," 2.358"
"62"," 1.945","-1.005"," 2.169"
"63"," 1.538","-0.928"," 2.314"
"64"," 1.531","-1.168"," 2.437"
"65"," 1.471","-0.936"," 1.645"
"66"," 1.796","-1.306"," 1.976"
"67"," 2.137","-1.302"," 2.196"
"68"," 2.073","-0.768"," 2.397"
"69"," 1.594","-0.624"," 2.185"
"70"," 1.780","-0.704"," 2.308"
"71"," 1.592","-0.929"," 2.100"
"72"," 1.357","-1.711"," 2.219"
"73"," 1.923","-1.670"," 2.129"
"74"," 1.679","-1.200"," 2.361"
"75"," 1.715","-1.769"," 2.315"
"76"," 1.668","-1.923"," 2.254"
"77"," 1.256","-1.573"," 2.039"
"78"," 1.465","-1.583"," 2.055"
"79"," 1.929","-1.553"," 2.225"
"80"," 1.884","-1.130"," 1.971"
"81"," 1.588","-0.797"," 2.166"
"82"," 2.094","-0.886"," 2.397"
"83"," 1.561","-0.948"," 2.237"
"84"," 1.554","-1.061"," 2.415"
"85"," 1.891","-0.758"," 2.491"
"86"," 1.655","-0.963"," 2.297"
"87"," 1.614","-1.360"," 2.117"
"88"," 1.498","-1.170"," 2.129"
"89"," 1.787","-1.222"," 1.958"
"90"," 1.747","-0.872"," 2.000"
"91"," 1.500","-1.251"," 2.358"
"92"," 1.750","-1.164"," 2.017"
"93"," 1.306","-0.991"," 1.871"
"94"," 1.792","-1.274"," 1.706"
"95"," 1.733","-1.266"," 2.378"
"96"," 1.904","-1.066"," 2.021"
"97"," 1.492","-0.948"," 1.647"
"98"," 1.479","-1.396"," 2.325"
"99"," 1.242","-1.535"," 1.869"
"100"," 1.832","-1.302"," 2.385"
