"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.421","-2.214"," 1.612"
"3"," 1.797","-2.207"," 2.032"
"4"," 2.041","-2.135"," 2.155"
"5"," 1.592","-1.953"," 2.203"
"6"," 1.929","-1.646"," 2.199"
"7"," 2.063","-1.919"," 1.989"
"8"," 1.726","-1.501"," 2.288"
"9"," 1.794","-1.327"," 1.886"
"10"," 1.813","-1.397"," 1.802"
"11"," 1.801","-1.901"," 2.013"
"12"," 1.582","-1.589"," 1.857"
"13"," 1.579","-1.646"," 2.099"
"14"," 1.772","-1.903"," 1.910"
"15"," 1.448","-1.622"," 1.791"
"16"," 1.759","-1.458"," 2.125"
"17"," 1.756","-1.471"," 2.412"
"18"," 1.672","-1.129"," 2.057"
"19"," 1.715","-1.283"," 2.061"
"20"," 2.271","-1.625"," 1.850"
"21"," 1.750","-0.915"," 2.375"
"22"," 1.785","-0.617"," 2.213"
"23"," 1.591","-0.316"," 2.046"
"24"," 1.580","-0.739"," 2.045"
"25"," 1.266","-1.146"," 1.913"
"26"," 1.846","-1.418"," 2.051"
"27"," 2.116","-1.194"," 2.317"
"28"," 1.979","-0.820"," 2.036"
"29"," 1.614","-0.969"," 2.037"
"30"," 1.683","-1.082"," 1.965"
"31"," 1.288","-1.016"," 1.970"
"32"," 1.632","-1.523"," 2.219"
"33"," 1.734","-1.431"," 2.375"
"34"," 1.545","-1.287"," 2.085"
"35"," 1.732","-1.314"," 2.095"
"36"," 1.889","-1.098"," 1.777"
"37"," 2.042","-0.798"," 2.144"
"38"," 1.346","-0.917"," 2.175"
"39"," 1.930","-1.299"," 2.151"
"40"," 1.968","-1.177"," 2.378"
"41"," 1.547","-0.759"," 1.801"
"42"," 1.468","-1.053"," 1.921"
"43"," 1.680","-1.077"," 1.840"
"44"," 2.210","-1.062"," 2.064"
"45"," 1.844","-1.309"," 1.913"
"46"," 1.748","-0.921"," 2.153"
"47"," 1.537","-0.846"," 1.867"
"48"," 1.512","-0.997"," 2.355"
"49"," 1.592","-1.077"," 2.090"
"50"," 1.773","-1.325"," 2.115"
"51"," 1.680","-1.337"," 2.307"
"52"," 1.399","-1.100"," 2.447"
"53"," 1.495","-0.896"," 2.075"
"54"," 1.701","-1.031"," 2.492"
"55"," 1.854","-0.951"," 1.818"
"56"," 1.206","-0.593"," 1.921"
"57"," 1.722","-1.178"," 2.153"
"58"," 2.020","-1.116"," 2.186"
"59"," 1.984","-1.222"," 2.440"
"60"," 1.574","-1.668"," 2.517"
"61"," 1.546","-1.474"," 2.198"
"62"," 1.530","-1.552"," 1.552"
"63"," 1.616","-0.992"," 2.325"
"64"," 1.934","-0.617"," 1.763"
"65"," 1.912","-0.945"," 2.159"
"66"," 1.716","-0.922"," 1.978"
"67"," 1.779","-1.466"," 1.800"
"68"," 1.630","-1.156"," 1.853"
"69"," 1.803","-1.238"," 2.124"
"70"," 1.899","-1.178"," 1.960"
"71"," 1.936","-1.008"," 2.215"
"72"," 2.142","-0.967"," 2.734"
"73"," 1.188","-0.979"," 2.137"
"74"," 1.937","-1.091"," 2.365"
"75"," 1.560","-1.168"," 2.537"
"76"," 1.379","-0.744"," 2.132"
"77"," 1.134","-1.266"," 1.813"
"78"," 1.389","-1.574"," 1.765"
"79"," 1.571","-1.146"," 2.515"
"80"," 1.693","-1.463"," 2.277"
"81"," 1.552","-1.484"," 2.229"
"82"," 1.358","-1.389"," 2.030"
"83"," 1.473","-1.453"," 2.381"
"84"," 1.621","-1.467"," 1.598"
"85"," 2.022","-0.919"," 2.137"
"86"," 1.951","-1.016"," 2.331"
"87"," 1.866","-0.923"," 2.192"
"88"," 1.833","-0.669"," 2.444"
"89"," 1.460","-0.820"," 1.627"
"90"," 1.712","-1.187"," 1.899"
"91"," 1.916","-1.634"," 1.936"
"92"," 1.961","-1.516"," 1.755"
"93"," 2.187","-0.982"," 1.781"
"94"," 2.033","-0.699"," 2.500"
"95"," 1.820","-0.345"," 2.060"
"96"," 1.598","-0.501"," 2.569"
"97"," 1.558","-0.925"," 2.117"
"98"," 1.604","-1.029"," 2.295"
"99"," 1.283","-0.935"," 2.083"
"100"," 1.458","-1.550"," 2.208"
