"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.161","-2.278"," 2.197"
"3"," 1.431","-2.548"," 2.070"
"4"," 1.694","-2.499"," 2.480"
"5"," 1.720","-1.949"," 1.943"
"6"," 2.074","-1.690"," 2.005"
"7"," 1.735","-1.628"," 2.238"
"8"," 1.584","-1.214"," 2.212"
"9"," 1.994","-1.167"," 2.374"
"10"," 1.934","-1.230"," 2.301"
"11"," 1.289","-1.055"," 2.067"
"12"," 1.937","-1.529"," 1.665"
"13"," 1.431","-1.270"," 2.570"
"14"," 1.485","-1.383"," 2.153"
"15"," 1.641","-1.028"," 2.068"
"16"," 1.932","-1.040"," 2.326"
"17"," 2.211","-0.907"," 2.637"
"18"," 1.628","-1.072"," 1.873"
"19"," 1.691","-1.060"," 1.855"
"20"," 1.258","-0.511"," 1.916"
"21"," 1.696","-1.057"," 2.241"
"22"," 1.464","-0.931"," 1.996"
"23"," 1.500","-1.299"," 1.994"
"24"," 1.777","-1.293"," 2.115"
"25"," 1.665","-1.060"," 1.699"
"26"," 1.749","-1.089"," 2.177"
"27"," 1.509","-1.299"," 1.952"
"28"," 1.520","-1.520"," 1.811"
"29"," 1.544","-1.515"," 1.497"
"30"," 1.886","-1.439"," 2.136"
"31"," 2.118","-0.892"," 2.348"
"32"," 1.920","-0.614"," 2.267"
"33"," 1.670","-0.554"," 2.161"
"34"," 1.592","-0.760"," 2.185"
"35"," 1.690","-0.916"," 2.220"
"36"," 1.514","-0.880"," 2.111"
"37"," 1.888","-0.691"," 2.108"
"38"," 1.609","-1.204"," 2.063"
"39"," 1.309","-1.230"," 2.193"
"40"," 1.445","-1.550"," 2.147"
"41"," 1.486","-1.077"," 2.377"
"42"," 2.353","-1.010"," 2.341"
"43"," 2.097","-0.905"," 1.948"
"44"," 2.022","-0.771"," 2.442"
"45"," 1.854","-0.699"," 2.506"
"46"," 1.678","-0.856"," 2.180"
"47"," 1.476","-1.185"," 2.009"
"48"," 1.742","-1.229"," 2.157"
"49"," 1.784","-1.264"," 1.914"
"50"," 1.923","-1.159"," 1.731"
"51"," 1.852","-1.254"," 1.877"
"52"," 1.855","-0.764"," 1.855"
"53"," 1.867","-0.853"," 2.299"
"54"," 1.497","-0.987"," 1.955"
"55"," 1.582","-0.958"," 1.805"
"56"," 1.864","-0.584"," 2.094"
"57"," 1.555","-1.023"," 2.084"
"58"," 1.416","-1.082"," 2.163"
"59"," 1.408","-0.961"," 2.030"
"60"," 1.940","-1.356"," 2.167"
"61"," 1.911","-0.867"," 2.353"
"62"," 1.557","-0.951"," 2.016"
"63"," 1.302","-1.114"," 1.930"
"64"," 1.714","-1.448"," 2.067"
"65"," 1.787","-1.257"," 2.134"
"66"," 1.811","-1.004"," 2.248"
"67"," 1.381","-0.717"," 2.044"
"68"," 1.374","-1.290"," 2.021"
"69"," 1.087","-1.739"," 1.533"
"70"," 1.521","-1.479"," 1.992"
"71"," 1.476","-1.717"," 1.779"
"72"," 1.683","-1.292"," 2.210"
"73"," 2.001","-0.971"," 2.311"
"74"," 1.621","-1.038"," 2.182"
"75"," 1.580","-1.479"," 1.973"
"76"," 1.625","-1.177"," 2.049"
"77"," 1.843","-1.235"," 1.854"
"78"," 1.785","-0.772"," 2.482"
"79"," 1.785","-0.668"," 2.050"
"80"," 1.198","-0.750"," 1.650"
"81"," 1.539","-1.233"," 1.790"
"82"," 1.959","-1.292"," 2.196"
"83"," 1.658","-0.855"," 2.145"
"84"," 1.841","-1.286"," 2.106"
"85"," 1.987","-1.225"," 2.346"
"86"," 2.048","-1.138"," 2.274"
"87"," 1.610","-0.682"," 2.365"
"88"," 1.308","-1.282"," 1.693"
"89"," 1.638","-1.622"," 2.055"
"90"," 1.429","-1.376"," 2.274"
"91"," 1.666","-1.595"," 1.926"
"92"," 1.877","-1.605"," 2.322"
"93"," 1.592","-1.535"," 1.804"
"94"," 2.202","-1.417"," 2.494"
"95"," 1.688","-0.936"," 2.225"
"96"," 1.466","-1.032"," 2.588"
"97"," 1.371","-0.966"," 1.809"
"98"," 1.691","-1.188"," 2.499"
"99"," 1.985","-1.359"," 1.933"
"100"," 1.791","-1.135"," 2.406"
