"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.246","-2.474"," 1.889"
"3"," 1.403","-2.041"," 1.771"
"4"," 1.972","-1.886"," 2.780"
"5"," 2.147","-1.670"," 2.219"
"6"," 1.677","-1.447"," 2.084"
"7"," 1.672","-1.239"," 2.388"
"8"," 1.421","-1.144"," 2.009"
"9"," 1.240","-1.028"," 1.883"
"10"," 1.774","-1.403"," 2.143"
"11"," 1.266","-1.495"," 2.231"
"12"," 1.603","-1.353"," 2.110"
"13"," 1.590","-1.263"," 2.074"
"14"," 1.466","-0.977"," 1.787"
"15"," 1.495","-0.790"," 2.332"
"16"," 1.746","-1.043"," 2.329"
"17"," 1.936","-1.149"," 2.386"
"18"," 1.817","-1.036"," 1.895"
"19"," 1.808","-1.170"," 2.209"
"20"," 1.383","-0.881"," 2.163"
"21"," 1.858","-0.878"," 2.043"
"22"," 1.654","-0.736"," 2.208"
"23"," 1.440","-0.987"," 2.297"
"24"," 1.594","-1.485"," 1.991"
"25"," 1.661","-1.428"," 2.043"
"26"," 1.285","-1.187"," 2.008"
"27"," 1.398","-1.326"," 1.798"
"28"," 1.307","-1.286"," 1.942"
"29"," 1.095","-0.950"," 1.756"
"30"," 1.383","-1.375"," 1.911"
"31"," 1.810","-1.218"," 2.580"
"32"," 2.093","-1.377"," 2.010"
"33"," 1.809","-1.097"," 2.069"
"34"," 1.489","-1.263"," 2.250"
"35"," 2.008","-1.458"," 2.148"
"36"," 1.885","-1.101"," 2.731"
"37"," 1.890","-0.840"," 2.098"
"38"," 1.806","-0.879"," 2.093"
"39"," 1.794","-0.755"," 2.109"
"40"," 1.537","-0.795"," 1.683"
"41"," 1.746","-1.197"," 2.507"
"42"," 1.623","-1.223"," 1.700"
"43"," 1.775","-0.959"," 1.974"
"44"," 1.780","-0.800"," 2.544"
"45"," 1.648","-0.733"," 1.816"
"46"," 1.704","-1.403"," 1.953"
"47"," 1.283","-1.721"," 1.950"
"48"," 1.888","-1.677"," 2.341"
"49"," 1.520","-1.359"," 2.024"
"50"," 1.622","-1.446"," 1.875"
"51"," 1.561","-1.299"," 1.763"
"52"," 1.502","-1.657"," 2.320"
"53"," 1.755","-1.398"," 2.316"
"54"," 1.877","-1.622"," 1.898"
"55"," 1.742","-1.319"," 2.311"
"56"," 2.036","-1.298"," 2.376"
"57"," 2.107","-0.818"," 2.061"
"58"," 1.968","-0.822"," 2.145"
"59"," 1.767","-0.550"," 2.202"
"60"," 1.654","-0.992"," 2.028"
"61"," 1.623","-1.161"," 1.854"
"62"," 1.535","-0.969"," 2.129"
"63"," 1.909","-1.155"," 2.257"
"64"," 2.421","-1.006"," 2.550"
"65"," 1.885","-0.687"," 2.194"
"66"," 1.584","-0.796"," 2.456"
"67"," 1.622","-0.971"," 2.116"
"68"," 1.796","-1.212"," 1.832"
"69"," 1.962","-0.974"," 1.896"
"70"," 2.021","-1.016"," 2.224"
"71"," 1.757","-1.060"," 2.180"
"72"," 1.783","-0.881"," 2.300"
"73"," 1.497","-0.967"," 1.945"
"74"," 1.312","-0.492"," 2.165"
"75"," 1.397","-0.972"," 1.873"
"76"," 1.640","-1.202"," 2.074"
"77"," 1.455","-0.836"," 1.907"
"78"," 1.510","-1.113"," 2.385"
"79"," 1.454","-1.287"," 2.023"
"80"," 1.358","-1.615"," 1.979"
"81"," 1.900","-1.434"," 2.344"
"82"," 2.036","-1.324"," 2.244"
"83"," 2.190","-1.369"," 2.398"
"84"," 2.359","-1.156"," 2.526"
"85"," 1.586","-0.877"," 2.335"
"86"," 1.868","-0.858"," 2.399"
"87"," 1.928","-0.604"," 2.275"
"88"," 2.082","-0.830"," 2.392"
"89"," 1.349","-1.148"," 1.966"
"90"," 1.996","-1.161"," 2.215"
"91"," 2.000","-0.946"," 2.254"
"92"," 1.718","-0.491"," 2.173"
"93"," 1.397","-0.821"," 2.035"
"94"," 1.341","-1.054"," 2.195"
"95"," 1.490","-1.427"," 1.921"
"96"," 1.968","-1.579"," 2.092"
"97"," 1.853","-1.204"," 2.471"
"98"," 1.329","-1.149"," 1.823"
"99"," 1.769","-1.363"," 1.901"
"100"," 1.901","-1.175"," 1.658"
