"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 0.724","-2.265"," 1.690"
"3"," 1.811","-2.283"," 2.292"
"4"," 1.857","-1.906"," 2.318"
"5"," 1.579","-1.649"," 2.221"
"6"," 2.204","-1.442"," 2.034"
"7"," 2.194","-1.189"," 2.184"
"8"," 1.276","-0.776"," 1.962"
"9"," 1.512","-1.058"," 2.221"
"10"," 1.745","-1.221"," 2.242"
"11"," 1.732","-1.422"," 2.165"
"12"," 1.615","-1.444"," 2.391"
"13"," 1.844","-0.909"," 2.293"
"14"," 1.455","-0.704"," 2.130"
"15"," 1.400","-0.631"," 1.916"
"16"," 1.249","-0.920"," 1.982"
"17"," 0.919","-1.257"," 1.755"
"18"," 2.053","-1.521"," 2.178"
"19"," 1.852","-0.902"," 2.193"
"20"," 1.537","-1.034"," 2.421"
"21"," 1.396","-0.910"," 1.944"
"22"," 1.714","-0.899"," 2.288"
"23"," 1.945","-0.722"," 2.121"
"24"," 1.749","-0.777"," 2.743"
"25"," 1.810","-0.794"," 1.990"
"26"," 1.744","-0.793"," 2.000"
"27"," 1.832","-0.393"," 2.248"
"28"," 1.746","-0.766"," 1.798"
"29"," 1.798","-0.820"," 2.521"
"30"," 1.780","-0.721"," 2.554"
"31"," 1.922","-1.023"," 2.241"
"32"," 1.682","-1.181"," 1.650"
"33"," 1.835","-0.806"," 2.316"
"34"," 1.733","-0.750"," 2.112"
"35"," 1.684","-1.007"," 2.169"
"36"," 1.561","-1.189"," 1.845"
"37"," 1.726","-1.314"," 2.408"
"38"," 2.131","-1.147"," 2.389"
"39"," 1.991","-0.939"," 2.458"
"40"," 1.498","-1.117"," 1.914"
"41"," 1.573","-0.898"," 1.972"
"42"," 1.368","-0.723"," 2.073"
"43"," 1.527","-1.135"," 1.817"
"44"," 1.597","-1.044"," 1.926"
"45"," 1.891","-1.194"," 1.986"
"46"," 1.697","-1.130"," 2.009"
"47"," 1.770","-1.083"," 1.671"
"48"," 1.700","-1.048"," 1.997"
"49"," 1.339","-0.891"," 2.054"
"50"," 1.419","-1.193"," 2.222"
"51"," 1.063","-1.656"," 1.747"
"52"," 1.574","-1.915"," 2.173"
"53"," 1.743","-1.709"," 2.257"
"54"," 2.155","-1.495"," 2.126"
"55"," 1.619","-1.609"," 2.126"
"56"," 1.633","-1.458"," 1.873"
"57"," 1.737","-1.414"," 2.042"
"58"," 2.006","-1.401"," 2.280"
"59"," 1.855","-1.029"," 2.447"
"60"," 2.225","-0.945"," 2.121"
"61"," 2.150","-0.967"," 2.164"
"62"," 1.874","-0.961"," 1.991"
"63"," 1.598","-1.047"," 1.857"
"64"," 1.628","-1.475"," 1.959"
"65"," 1.399","-1.696"," 1.945"
"66"," 1.279","-1.814"," 2.161"
"67"," 1.427","-1.629"," 2.413"
"68"," 1.792","-1.422"," 1.970"
"69"," 2.067","-1.663"," 2.318"
"70"," 2.151","-1.349"," 2.497"
"71"," 2.232","-1.173"," 2.430"
"72"," 1.657","-0.534"," 1.800"
"73"," 1.999","-0.399"," 2.372"
"74"," 1.792","-0.525"," 2.478"
"75"," 1.983","-0.571"," 2.545"
"76"," 1.435","-0.448"," 2.251"
"77"," 1.469","-0.936"," 1.658"
"78"," 1.327","-1.193"," 2.166"
"79"," 1.478","-0.994"," 2.342"
"80"," 1.759","-1.182"," 2.054"
"81"," 2.000","-1.396"," 1.992"
"82"," 1.742","-1.264"," 2.088"
"83"," 1.754","-1.217"," 1.691"
"84"," 1.700","-0.942"," 2.625"
"85"," 1.871","-1.012"," 1.880"
"86"," 1.816","-1.081"," 1.761"
"87"," 1.368","-0.826"," 1.845"
"88"," 1.516","-1.031"," 2.003"
"89"," 1.767","-0.449"," 2.105"
"90"," 1.642","-0.941"," 2.073"
"91"," 1.530","-0.867"," 2.150"
"92"," 1.063","-1.101"," 1.630"
"93"," 1.734","-1.349"," 2.081"
"94"," 1.451","-1.108"," 2.061"
"95"," 1.668","-1.420"," 2.262"
"96"," 2.069","-1.373"," 2.446"
"97"," 1.690","-1.245"," 2.096"
"98"," 1.784","-1.552"," 2.137"
"99"," 1.685","-1.543"," 2.151"
"100"," 2.002","-1.460"," 1.765"
