"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.187","-2.622"," 1.874"
"3"," 1.703","-2.213"," 2.152"
"4"," 2.050","-1.877"," 2.087"
"5"," 2.088","-1.665"," 1.889"
"6"," 1.542","-1.012"," 2.130"
"7"," 1.573","-1.119"," 2.115"
"8"," 1.683","-0.972"," 2.321"
"9"," 1.779","-0.601"," 1.644"
"10"," 1.582","-0.544"," 2.321"
"11"," 1.454","-0.906"," 2.102"
"12"," 1.583","-1.248"," 2.125"
"13"," 1.602","-0.905"," 2.138"
"14"," 1.810","-0.946"," 2.081"
"15"," 1.609","-1.049"," 2.007"
"16"," 1.271","-0.713"," 2.426"
"17"," 1.458","-0.977"," 2.125"
"18"," 1.767","-1.135"," 2.011"
"19"," 1.971","-1.061"," 2.359"
"20"," 1.648","-1.002"," 2.070"
"21"," 1.445","-0.864"," 2.043"
"22"," 1.591","-0.959"," 1.975"
"23"," 1.936","-0.991"," 2.105"
"24"," 1.282","-0.893"," 2.029"
"25"," 1.769","-1.010"," 2.130"
"26"," 2.181","-1.013"," 2.074"
"27"," 2.320","-1.320"," 2.459"
"28"," 2.130","-0.971"," 2.341"
"29"," 1.883","-0.551"," 1.800"
"30"," 1.665","-0.784"," 2.036"
"31"," 1.799","-0.618"," 2.259"
"32"," 1.597","-0.499"," 1.930"
"33"," 1.330","-0.730"," 1.651"
"34"," 1.495","-0.750"," 1.807"
"35"," 1.834","-1.347"," 2.134"
"36"," 1.786","-1.196"," 1.964"
"37"," 1.560","-0.952"," 2.506"
"38"," 1.307","-0.649"," 1.900"
"39"," 1.658","-0.976"," 1.971"
"40"," 1.376","-1.078"," 2.121"
"41"," 1.640","-0.728"," 1.779"
"42"," 1.464","-0.615"," 2.161"
"43"," 1.781","-1.089"," 1.967"
"44"," 1.623","-0.791"," 2.292"
"45"," 1.174","-0.998"," 2.034"
"46"," 1.330","-1.440"," 1.903"
"47"," 1.696","-1.725"," 2.146"
"48"," 2.045","-1.367"," 2.452"
"49"," 1.981","-1.355"," 1.977"
"50"," 1.603","-1.166"," 2.087"
"51"," 1.772","-1.071"," 2.252"
"52"," 1.416","-1.221"," 1.547"
"53"," 1.637","-1.364"," 2.148"
"54"," 1.686","-1.389"," 2.001"
"55"," 1.456","-1.191"," 2.158"
"56"," 1.426","-1.083"," 2.147"
"57"," 1.480","-1.252"," 2.432"
"58"," 1.437","-1.079"," 2.139"
"59"," 1.414","-1.146"," 2.162"
"60"," 1.675","-1.073"," 2.134"
"61"," 1.825","-0.750"," 2.339"
"62"," 1.793","-1.005"," 2.248"
"63"," 1.664","-0.955"," 2.134"
"64"," 1.517","-1.118"," 2.047"
"65"," 2.006","-1.201"," 2.094"
"66"," 1.721","-1.035"," 2.360"
"67"," 1.543","-0.755"," 2.163"
"68"," 1.555","-0.777"," 1.970"
"69"," 1.355","-1.030"," 1.778"
"70"," 1.262","-0.982"," 2.220"
"71"," 1.438","-1.361"," 2.141"
"72"," 2.062","-0.797"," 2.228"
"73"," 1.650","-0.664"," 2.367"
"74"," 1.594","-0.734"," 2.185"
"75"," 1.469","-0.855"," 1.564"
"76"," 1.699","-0.896"," 2.094"
"77"," 1.971","-1.075"," 2.516"
"78"," 1.846","-1.223"," 2.091"
"79"," 1.890","-0.622"," 2.277"
"80"," 1.819","-0.658"," 2.047"
"81"," 1.938","-0.883"," 2.146"
"82"," 1.847","-0.400"," 2.539"
"83"," 1.617","-0.765"," 2.149"
"84"," 1.124","-0.880"," 1.943"
"85"," 1.966","-0.794"," 2.229"
"86"," 1.381","-0.713"," 1.992"
"87"," 1.239","-1.142"," 2.151"
"88"," 1.093","-1.405"," 1.973"
"89"," 1.935","-1.391"," 2.416"
"90"," 1.634","-1.475"," 2.491"
"91"," 1.880","-1.450"," 2.356"
"92"," 1.883","-1.522"," 2.571"
"93"," 2.285","-1.536"," 2.090"
"94"," 1.712","-0.981"," 2.375"
"95"," 1.809","-0.885"," 2.149"
"96"," 1.083","-0.929"," 1.735"
"97"," 1.176","-1.528"," 1.620"
"98"," 1.793","-1.815"," 2.235"
"99"," 1.877","-1.635"," 2.085"
"100"," 2.081","-1.069"," 2.195"
