"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.125","-2.681"," 1.165"
"3"," 1.585","-2.507"," 2.143"
"4"," 1.234","-2.442"," 2.099"
"5"," 1.400","-2.496"," 2.001"
"6"," 1.520","-2.138"," 2.168"
"7"," 1.816","-1.930"," 2.100"
"8"," 1.756","-2.133"," 2.030"
"9"," 1.955","-1.812"," 2.145"
"10"," 1.997","-1.353"," 2.256"
"11"," 1.661","-1.253"," 1.948"
"12"," 1.819","-1.119"," 2.244"
"13"," 1.297","-0.998"," 1.900"
"14"," 1.729","-1.244"," 2.299"
"15"," 1.470","-1.020"," 2.047"
"16"," 1.820","-1.191"," 1.719"
"17"," 1.864","-0.943"," 2.291"
"18"," 1.842","-1.407"," 1.894"
"19"," 2.023","-0.949"," 2.201"
"20"," 1.586","-1.085"," 2.014"
"21"," 1.750","-0.985"," 1.935"
"22"," 1.753","-1.212"," 1.798"
"23"," 1.706","-0.795"," 1.755"
"24"," 1.852","-0.989"," 2.334"
"25"," 1.354","-0.756"," 1.718"
"26"," 1.663","-1.443"," 2.324"
"27"," 2.073","-1.248"," 2.160"
"28"," 1.842","-1.642"," 2.186"
"29"," 1.701","-1.302"," 2.290"
"30"," 1.634","-1.177"," 2.832"
"31"," 1.398","-1.311"," 1.581"
"32"," 1.603","-1.462"," 2.118"
"33"," 1.842","-1.218"," 2.082"
"34"," 1.768","-1.082"," 1.637"
"35"," 2.015","-1.184"," 2.444"
"36"," 1.321","-0.891"," 2.181"
"37"," 1.760","-0.804"," 2.322"
"38"," 1.865","-0.841"," 2.395"
"39"," 1.730","-0.654"," 2.318"
"40"," 1.529","-1.071"," 1.693"
"41"," 1.693","-1.085"," 2.032"
"42"," 1.474","-1.026"," 1.912"
"43"," 1.659","-1.391"," 2.216"
"44"," 1.642","-1.171"," 2.346"
"45"," 1.926","-1.257"," 2.508"
"46"," 1.561","-0.287"," 1.973"
"47"," 1.574","-0.972"," 1.805"
"48"," 2.367","-1.511"," 2.204"
"49"," 1.964","-1.210"," 2.329"
"50"," 1.705","-1.028"," 2.489"
"51"," 1.473","-1.051"," 1.768"
"52"," 1.969","-1.162"," 2.092"
"53"," 1.730","-1.154"," 2.369"
"54"," 1.559","-1.165"," 1.801"
"55"," 2.060","-0.929"," 2.386"
"56"," 1.546","-0.878"," 2.401"
"57"," 1.451","-1.257"," 2.057"
"58"," 1.565","-1.194"," 2.155"
"59"," 1.721","-1.351"," 2.056"
"60"," 1.413","-1.765"," 1.825"
"61"," 1.741","-1.515"," 2.228"
"62"," 1.895","-1.336"," 1.595"
"63"," 1.897","-1.403"," 2.163"
"64"," 1.654","-1.344"," 2.025"
"65"," 1.716","-1.325"," 2.316"
"66"," 1.538","-1.044"," 1.859"
"67"," 1.698","-1.108"," 1.723"
"68"," 1.493","-1.137"," 2.193"
"69"," 2.104","-0.968"," 1.817"
"70"," 1.925","-0.789"," 2.209"
"71"," 1.332","-0.836"," 2.038"
"72"," 1.492","-0.963"," 2.048"
"73"," 1.317","-0.811"," 1.864"
"74"," 1.611","-0.847"," 1.813"
"75"," 1.903","-1.060"," 2.241"
"76"," 1.666","-1.390"," 2.100"
"77"," 1.671","-1.463"," 2.378"
"78"," 1.476","-1.087"," 1.794"
"79"," 1.953","-1.178"," 2.406"
"80"," 1.928","-1.030"," 2.303"
"81"," 1.644","-0.728"," 2.442"
"82"," 1.614","-0.512"," 2.057"
"83"," 1.848","-0.554"," 1.950"
"84"," 1.521","-0.625"," 1.637"
"85"," 1.353","-0.763"," 1.946"
"86"," 1.188","-0.976"," 2.228"
"87"," 1.762","-1.090"," 2.044"
"88"," 1.754","-1.209"," 2.223"
"89"," 2.048","-1.095"," 2.105"
"90"," 1.742","-0.768"," 1.984"
"91"," 1.989","-1.155"," 2.297"
"92"," 1.702","-1.119"," 2.061"
"93"," 2.038","-1.274"," 2.034"
"94"," 1.616","-1.022"," 1.894"
"95"," 2.003","-0.785"," 1.827"
"96"," 1.489","-0.542"," 2.346"
"97"," 1.874","-0.715"," 1.880"
"98"," 1.507","-0.670"," 1.838"
"99"," 1.693","-0.945"," 2.189"
"100"," 1.732","-0.865"," 2.075"
