"","","","FR"
"1"," 0.000","-2.303"," 1.250"
"2"," 1.255","-2.242"," 2.345"
"3"," 1.746","-1.945"," 2.011"
"4"," 1.604","-1.117"," 2.151"
"5"," 1.499","-1.243"," 1.913"
"6"," 1.784","-1.104"," 2.241"
"7"," 1.496","-0.937"," 2.365"
"8"," 1.635","-1.085"," 2.289"
"9"," 1.313","-1.148"," 1.883"
"10"," 1.712","-1.389"," 2.765"
"11"," 1.574","-1.139"," 1.883"
"12"," 2.044","-1.215"," 2.386"
"13"," 1.732","-1.024"," 1.935"
"14"," 1.775","-0.878"," 1.813"
"15"," 2.065","-1.138"," 2.403"
"16"," 1.728","-0.764"," 1.914"
"17"," 2.016","-0.522"," 2.131"
"18"," 1.694","-0.670"," 2.292"
"19"," 1.479","-1.116"," 1.898"
"20"," 1.638","-1.031"," 1.878"
"21"," 1.370","-0.794"," 1.906"
"22"," 1.212","-0.898"," 1.900"
"23"," 1.514","-1.192"," 2.002"
"24"," 1.813","-0.940"," 2.013"
"25"," 1.526","-0.913"," 1.890"
"26"," 1.786","-0.994"," 2.030"
"27"," 2.033","-0.956"," 2.268"
"28"," 2.046","-0.828"," 2.342"
"29"," 1.910","-0.930"," 2.028"
"30"," 1.981","-0.703"," 2.486"
"31"," 1.641","-0.656"," 1.835"
"32"," 1.857","-0.975"," 2.332"
"33"," 1.626","-1.011"," 2.243"
"34"," 1.462","-1.072"," 1.758"
"35"," 1.653","-1.196"," 2.552"
"36"," 1.612","-1.403"," 2.122"
"37"," 1.503","-1.194"," 2.066"
"38"," 1.446","-1.121"," 2.011"
"39"," 1.947","-1.262"," 1.780"
"40"," 1.679","-1.012"," 2.333"
"41"," 2.066","-1.114"," 2.003"
"42"," 1.668","-1.072"," 2.494"
"43"," 1.789","-0.704"," 2.466"
"44"," 1.532","-0.735"," 1.785"
"45"," 1.334","-0.925"," 1.832"
"46"," 1.490","-0.779"," 1.711"
"47"," 1.654","-0.766"," 2.120"
"48"," 1.764","-0.914"," 2.429"
"49"," 1.768","-0.877"," 1.886"
"50"," 2.008","-1.102"," 2.722"
"51"," 1.666","-1.231"," 2.047"
"52"," 1.444","-1.455"," 2.323"
"53"," 1.539","-1.584"," 2.101"
"54"," 1.589","-1.674"," 2.535"
"55"," 1.565","-1.336"," 2.927"
"56"," 1.942","-1.579"," 1.971"
"57"," 1.978","-1.141"," 2.387"
"58"," 1.787","-1.023"," 2.006"
"59"," 1.821","-1.093"," 2.197"
"60"," 1.760","-0.981"," 2.007"
"61"," 1.701","-0.786"," 1.605"
"62"," 1.669","-1.287"," 2.119"
"63"," 1.608","-1.405"," 1.992"
"64"," 1.489","-1.214"," 1.923"
"65"," 1.806","-0.943"," 2.270"
"66"," 1.862","-1.139"," 2.056"
"67"," 1.658","-1.109"," 2.333"
"68"," 1.861","-1.069"," 2.460"
"69"," 1.394","-1.061"," 2.046"
"70"," 1.913","-1.177"," 1.883"
"71"," 1.595","-0.929"," 2.121"
"72"," 1.666","-0.846"," 2.188"
"73"," 1.968","-0.767"," 2.175"
"74"," 1.785","-0.888"," 2.582"
"75"," 1.731","-0.626"," 1.990"
"76"," 1.511","-0.923"," 1.910"
"77"," 1.853","-0.673"," 2.632"
"78"," 1.422","-0.628"," 2.078"
"79"," 1.560","-1.075"," 2.088"
"80"," 1.626","-1.154"," 2.038"
"81"," 1.588","-1.018"," 2.201"
"82"," 1.052","-1.042"," 1.499"
"83"," 1.496","-1.229"," 2.196"
"84"," 1.366","-1.094"," 1.698"
"85"," 1.791","-1.296"," 2.349"
"86"," 1.711","-1.034"," 2.129"
"87"," 1.723","-1.311"," 2.122"
"88"," 1.811","-1.467"," 1.971"
"89"," 1.923","-1.439"," 2.129"
"90"," 1.838","-1.386"," 2.186"
"91"," 1.738","-1.604"," 2.004"
"92"," 1.786","-1.334"," 2.110"
"93"," 1.678","-0.833"," 1.758"
"94"," 1.591","-0.998"," 1.681"
"95"," 1.438","-1.322"," 2.002"
"96"," 1.819","-1.430"," 2.030"
"97"," 2.204","-1.369"," 2.385"
"98"," 1.895","-1.224"," 1.782"
"99"," 1.762","-0.734"," 2.175"
"100"," 1.863","-0.650"," 2.279"
