"","C_est","D_est","C_est_woutFR","D_est_woutFR"
"1",14.9535143164472,0.243566156428572,15.8139796120471,0.284788766194692
"2",15.0348699277202,0.250799135605247,16.1316621861237,0.321192555710288
"3",14.9601300631173,0.246831250594447,14.7544316471106,0.215227297734839
"4",15.0169104991287,0.251449758878292,14.5077997670527,0.214698154935359
"5",14.9569021569919,0.245436447838858,14.3155823417643,0.204026891975187
"6",14.9639145526066,0.246797940132206,15.0362786138723,0.26124656696724
"7",14.9617831340259,0.243873345687158,14.4105341662173,0.209902785475274
"8",15.0317141772635,0.249983757675508,22.0797143041055,0.313290989638805
"9",14.9879524151014,0.248691814366378,14.302853212869,0.270958866388447
"10",15.0915670280227,0.251672604589337,14.1728968936255,0.201087196283853
"11",14.980690785634,0.245813132868667,17.9856540474202,0.2703749244549
"12",14.9879109557242,0.24828251373815,15.3648274999948,0.302242252409071
"13",14.9877632524777,0.24783244904782,14.9787070049007,0.229434633758481
"14",15.0051909413735,0.247862115337743,12.6733405542285,0.113803605228129
"15",14.9820557032867,0.251991359476988,14.1469185957852,0.214909502468667
"16",15.0213872903477,0.24881659636519,16.2426206916494,0.277844907767871
"17",15.0015406746881,0.251871474969997,14.1789303206945,0.163984377801228
"18",15.0290456948204,0.252482470878365,14.2938350109806,0.208178223737101
"19",15.0265199129727,0.250142730740249,14.9458536770047,0.264775125433305
"20",15.0119602969165,0.251603149242063,16.8785237447311,0.591524163762442
"21",15.019337910879,0.253123161118252,14.663748967052,0.259841780106247
"22",14.9928277125795,0.253559139994179,16.5945029385676,0.403127144010488
"23",15.0062595633856,0.249308365662063,14.5494513736438,0.206677654073412
"24",15.0021881801261,0.248393786644716,15.130215634409,0.254395747929768
"25",15.0111815131651,0.259264668992886,15.2623403680005,0.269180516777242
"26",14.9215363309056,0.242639315350044,17.2123939593572,0.303284482569212
"27",15.0163912236024,0.243560895935622,15.619848846237,0.288721227890089
"28",15.0159488706472,0.255589911618295,15.5814457168433,0.284897836565557
"29",14.9965301524728,0.254113830841869,16.2602736529669,0.284942638005814
"30",15.0081680042477,0.254730591919895,14.9754290651056,0.288254074677309
"31",NA,NA,NA,NA
"32",15.0009593264264,0.25743653317614,15.9935164503618,0.258719111818352
"33",15.041662634033,0.25430483984597,28.4995893259566,0.575404250462533
"34",14.9898772046266,0.245216665302085,21.5114566014694,0.690822137247479
"35",14.9594763613406,0.245925674841129,14.9186650489823,0.224726002185221
"36",15.0140375285931,0.251318067035238,15.5598447411647,0.255724916802742
"37",14.9373214587562,0.24058975642794,14.7279005760236,0.246685896108717
"38",15.0164975440726,0.248366861381207,14.8628964237774,0.274641135327985
"39",14.9896556669049,0.247436204063674,16.087128965867,0.262276946355638
"40",14.981930170045,0.248477841132007,15.0081678765481,0.226317498393631
"41",15.0057032255846,0.247298255094,14.6647077596109,0.260760754149677
