"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1980,-1657.9079,-33.398884,0,0,0,0,0,0
"2",-1657.9079,1395.391564,29.012355,0,0,0,0,0,0
"3",-33.398884,29.012355,3931.890607,0,0,0,0,0,0
"4",0,0,0,1980,-74.968074,11.510233,0,0,0
"5",0,0,0,-74.968074,3.022656,-0.001301,0,0,0
"6",0,0,0,11.510233,-0.001301,3897.214606,0,0,0
"7",0,0,0,0,0,0,1401.878942,-549.523405,-18.123986
"8",0,0,0,0,0,0,-549.523405,224.339205,7.827684
"9",0,0,0,0,0,0,-18.123986,7.827684,3881.50576
