"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",7.831501,7.491609,0.154417,0,0,0,0,0,0
"2",7.491609,34.025059,-4.540945,0,0,0,0,0,0
"3",0.154417,-4.540945,3931.890607,0,0,0,0,0,0
"4",0,0,0,121.777246,1.202035,11.477175,0,0,0
"5",0,0,0,1.202035,1.272053,-0.000844,0,0,0
"6",0,0,0,11.477175,-0.000844,3897.214606,0,0,0
"7",0,0,0,0,0,0,35.614221,-1150.34447,-3.131074
"8",0,0,0,0,0,0,-1150.34447,39042.792852,93.705693
"9",0,0,0,0,0,0,-3.131074,93.705693,3881.50576
