   5.5000000e+01   3.0933444e+02   1.1600077e-01   8.7359535e+02
   5.6000000e+01   1.2688972e+03   2.6681649e-01   8.7873787e+02
   5.7000000e+01   2.1035753e+02   6.4860374e-01   9.1893717e+02
   5.8000000e+01   1.0814095e+02   6.2391326e-01   8.5287681e+02
   5.9000000e+01   1.6099941e+01   2.1531464e-01   9.6395649e+02
   6.0000000e+01   1.2056945e+01   4.7124904e-02   3.4138883e+02
   6.1000000e+01   2.1569224e+01   2.5993078e-02   7.3867688e+02
   6.2000000e+01   1.2799508e+02   3.3633866e-02   7.5822906e+02
   6.3000000e+01   1.0497473e+02   8.4778678e-02   8.7570177e+02
   6.4000000e+01   5.7497681e+02   1.5284762e-01   6.0341879e+02
   6.5000000e+01   2.9681015e+02   6.7882720e-01   7.8668105e+02
   6.6000000e+01   4.7239865e+01   6.0106214e-01   8.2234379e+02
   6.7000000e+01   8.5734236e+00   1.6654710e-01   9.4885539e+02
   6.8000000e+01   1.0690922e+01   1.3314203e-02   5.9602311e+02
   6.9000000e+01   1.9573740e+02   2.3725177e-02   8.3932763e+02
   7.0000000e+01   3.3801710e+02   5.1447533e-02   8.8324195e+02
   7.1000000e+01   3.1163071e+02   1.2299041e-01   9.6747005e+02
   7.2000000e+01   1.4968315e+02   3.0678116e-01   8.1530861e+02
   7.3000000e+01   1.1898589e+02   4.7728618e-01   9.4465775e+02
   7.4000000e+01   2.5231582e+01   3.5142923e-01   7.1656880e+02
   7.5000000e+01   4.2584960e+00   7.7493448e-02   4.6256388e+02
   7.6000000e+01   2.7352311e+00   1.0585225e-02   5.5717556e+02
   7.7000000e+01   3.4376442e+01   5.2120097e-03   1.8105180e+02
   7.8000000e+01   1.2591970e+02   1.6046638e-02   6.3731794e+02
   7.9000000e+01   1.5654897e+02   7.0009863e-02   8.7305408e+02
   8.0000000e+01   8.1861281e+02   1.5471619e-01   8.8826928e+02
   8.1000000e+01   1.2114748e+02   4.2164835e-01   9.5064502e+02
   8.2000000e+01   2.8477314e+01   4.4550202e-01   7.3289250e+02
   8.3000000e+01   2.1100816e+01   8.8912498e-02   8.7145860e+02
   8.4000000e+01   8.0472545e+00   8.6083937e-02   6.7815260e+02
   8.5000000e+01   1.2203991e+01   1.6064714e-02   1.6825060e+02
   8.6000000e+01   4.6603637e+01   2.6061478e-02   7.7092135e+02
   8.7000000e+01   1.2507402e+02   6.4649621e-02   8.2364297e+02
   8.8000000e+01   2.3877912e+02   1.0063282e-01   8.2926951e+02
   8.9000000e+01   1.1525811e+02   1.7776643e-01   9.0928997e+02
   9.0000000e+01   1.4083738e+02   2.1897454e-01   7.1482756e+02
   9.1000000e+01   1.0416934e+02   1.7529081e-01   7.1838556e+02
   9.2000000e+01   2.9317448e+01   2.0157742e-01   7.2842284e+02
   9.3000000e+01   2.9550939e+01   7.1733263e-02   7.5783734e+02
   9.4000000e+01   8.2049350e+01   7.1292232e-02   5.6316595e+02
   9.5000000e+01   3.1237045e+02   8.9768127e-02   6.7845341e+02
   9.6000000e+01   2.4032081e+02   2.9048963e-01   7.9845377e+02
   9.7000000e+01   1.4268545e+02   5.4477325e-01   7.1493535e+02
   9.8000000e+01   1.1617080e+01   2.6150865e-01   7.1757399e+02
   9.9000000e+01   6.1077255e+01   2.5453751e-02   1.0730867e+02
   1.0000000e+02   1.8583612e+02   9.3238279e-02   7.9723941e+02
