   1.0000000e+00   1.0000000e+01   1.0000000e-01   0.0000000e+00
   2.0000000e+00   2.7751233e+01   2.1247307e-02   6.8181288e+02
   3.0000000e+00   2.8080684e+01   4.3563608e-02   8.6175997e+02
   4.0000000e+00   1.8359010e+02   4.7856254e-02   8.7922523e+02
   5.0000000e+00   2.1692356e+02   1.6463780e-01   6.7929443e+02
   6.0000000e+00   1.3297112e+02   4.0955114e-01   8.5514700e+02
   7.0000000e+00   3.2242126e+01   3.1282224e-01   8.6412869e+02
   8.0000000e+00   2.3644473e+01   7.4032126e-02   8.7303346e+02
   9.0000000e+00   5.8218082e+01   4.6689500e-02   7.0689773e+02
   1.0000000e+01   1.0607389e+02   1.0119022e-01   8.6778730e+02
   1.1000000e+01   1.8966378e+02   1.9073678e-01   6.1536823e+02
   1.2000000e+01   8.0589087e+01   3.0024984e-01   7.4930493e+02
   1.3000000e+01   2.1774915e+01   1.7108652e-01   4.2919798e+02
   1.4000000e+01   6.0930457e+00   5.2715511e-02   6.8836186e+02
   1.5000000e+01   7.5146618e+00   2.6360090e-02   3.9995111e+02
   1.6000000e+01   2.5609509e+01   2.2775192e-02   5.5131014e+02
   1.7000000e+01   6.2917230e+01   5.2557053e-02   7.7140520e+02
   1.8000000e+01   1.0433119e+02   1.1941007e-01   9.0584913e+02
   1.9000000e+01   1.6041851e+02   2.3660744e-01   9.8068509e+02
   2.0000000e+01   3.5786931e+01   3.5928380e-01   7.9157535e+02
   2.1000000e+01   1.7292284e+01   9.0061459e-02   7.4248849e+02
   2.2000000e+01   3.8783443e+01   4.4293291e-02   6.4345300e+02
   2.3000000e+01   1.2314790e+02   5.8436626e-02   9.5048873e+02
   2.4000000e+01   1.7857341e+02   1.3969495e-01   7.2649358e+02
   2.5000000e+01   7.5720227e+01   2.6097133e-01   8.9688711e+02
   2.6000000e+01   4.5485174e+01   2.3465134e-01   8.1103576e+02
   2.7000000e+01   3.1662894e+01   1.0322519e-01   7.6518649e+02
   2.8000000e+01   2.4450051e+02   6.3620601e-02   3.7947078e+02
   2.9000000e+01   1.3282642e+02   1.5418559e-01   9.8792921e+02
   3.0000000e+01   1.7318072e+01   2.7621521e-01   9.7533464e+02
   3.1000000e+01   9.6387433e+00   4.5570342e-02   4.4100252e+02
   3.2000000e+01   4.1125184e+01   2.4784744e-02   8.0390126e+02
   3.3000000e+01   5.7987778e+01   4.8526829e-02   6.9410003e+02
   3.4000000e+01   1.6302847e+02   9.8990285e-02   5.2302968e+02
   3.5000000e+01   1.1572410e+02   2.9340384e-01   7.8551534e+02
   3.6000000e+01   2.4210995e+01   2.2679484e-01   9.1048161e+02
   3.7000000e+01   2.7837507e+01   7.3395771e-02   7.6463319e+02
   3.8000000e+01   1.5402162e+02   6.3901479e-02   3.4828641e+02
   3.9000000e+01   5.3232102e+01   1.3042560e-01   9.3577554e+02
   4.0000000e+01   6.3685383e+01   1.1014472e-01   9.2781881e+02
   4.1000000e+01   1.5418784e+02   1.4081923e-01   7.2441550e+02
   4.2000000e+01   6.8628214e+01   2.9987479e-01   7.2058156e+02
   4.3000000e+01   6.2722753e+00   1.8054216e-01   7.3303099e+02
   4.4000000e+01   5.2150696e+00   1.8301115e-02   1.7833109e+02
   4.5000000e+01   6.7304820e+01   1.1074126e-02   4.7354697e+01
   4.6000000e+01   1.7313164e+02   2.8986458e-02   9.4080665e+02
   4.7000000e+01   5.2549534e+02   7.2150884e-02   8.9000018e+02
   4.8000000e+01   5.4211462e+02   2.2947963e-01   9.1922535e+02
   4.9000000e+01   6.0842993e+02   4.9887425e-01   7.0405491e+02
   5.0000000e+01   6.4044075e+01   6.0148204e-01   9.7184259e+02
   5.1000000e+01   2.2188528e+01   1.7991901e-01   6.3024874e+02
   5.2000000e+01   1.3237231e+01   5.8847925e-02   7.0920395e+02
   5.3000000e+01   2.8120862e+01   3.3901679e-02   8.5299147e+02
   5.4000000e+01   1.5398405e+02   4.4586696e-02   8.2304856e+02
