"","","","FR"
"1"," 0.0000","-2.3026","12.0000"
"2"," 0.1014","-2.6041","12.4921"
"3"," 0.0797","-2.7336","12.5118"
"4"," 1.0802","-3.1327","13.9388"
"5"," 1.6983","-2.8948","14.7278"
"6"," 1.6690","-2.5905","14.3023"
"7"," 1.9311","-2.5428","14.0823"
"8"," 1.5475","-1.9931","14.1157"
"9"," 0.9217","-1.9492","14.0375"
"10"," 0.7409","-1.9051","13.7278"
"11"," 0.3594","-1.9880","12.6944"
"12"," 0.3398","-2.1595","12.8727"
"13"," 0.2824","-1.9902","12.7426"
"14"," 0.0842","-2.5534","12.1800"
"15"," 0.5109","-2.1354","13.4460"
"16"," 0.5346","-2.1718","12.9498"
"17"," 0.6171","-2.1584","13.2403"
"18"," 0.4744","-2.0383","12.7712"
"19"," 0.4111","-1.7527","13.0619"
"20","-0.3126","-2.0924","11.0970"
"21","-1.0607","-2.4785"," 8.5452"
"22","-1.2487","-3.5916"," 8.1936"
"23"," 0.0591","-3.8120","12.0715"
"24"," 1.4179","-3.3302","14.1461"
"25"," 1.5383","-2.9295","14.2850"
"26"," 1.2809","-2.3735","13.7412"
"27"," 1.3384","-1.8607","14.3339"
"28"," 1.0486","-2.1981","13.6290"
"29"," 1.3207","-2.4334","13.9411"
"30"," 1.4579","-2.2286","14.3575"
"31"," 1.2844","-2.0979","14.2333"
"32"," 1.6975","-1.5974","14.4463"
"33"," 1.1963","-1.4880","13.7482"
"34"," 0.6460","-1.6873","13.7412"
"35"," 0.5039","-1.5277","12.9290"
"36","-0.0661","-1.8529","11.8970"
"37","-0.8157","-2.2706"," 9.4193"
"38","-1.7249","-3.0077"," 5.9987"
"39","-1.5017","-3.9907"," 7.2299"
"40","-0.4320","-3.6658","10.8372"
"41"," 0.4680","-3.3429","13.1060"
"42"," 1.3916","-3.0475","14.4303"
"43"," 1.7473","-2.4324","14.4408"
"44"," 1.7013","-1.9241","14.4644"
"45"," 1.7433","-1.1839","14.1209"
"46"," 1.2196","-1.3807","13.6235"
"47"," 0.7688","-0.9109","13.5512"
"48","-0.7897","-2.0170"," 9.3622"
"49","-1.9432","-2.7465"," 5.6164"
"50","-2.3520","-3.9230"," 3.9396"
"51","-1.6086","-4.7933"," 6.7753"
"52"," 0.0738","-4.8375","11.9955"
"53"," 1.3528","-4.1948","14.0768"
"54"," 1.9177","-4.0685","14.7038"
"55"," 1.9922","-3.7961","14.7087"
"56"," 2.1970","-3.2529","14.8141"
"57"," 1.4926","-2.6845","14.0018"
"58"," 1.7036","-2.5883","14.3150"
"59"," 1.5139","-2.1698","14.1344"
"60"," 1.6151","-1.6469","14.4995"
"61"," 1.4998","-1.9329","14.3795"
"62"," 1.5017","-1.5548","14.1909"
"63"," 0.9163","-1.4427","13.8928"
"64"," 0.2723","-1.7329","12.9827"
"65","-0.4832","-1.8394","10.2862"
"66","-1.4630","-2.8415"," 7.0447"
"67","-1.0665","-3.7248"," 8.6492"
"68"," 0.2871","-3.4436","12.8065"
"69"," 0.9851","-3.0545","13.8264"
"70"," 1.6423","-2.5605","14.4764"
"71"," 1.5472","-2.3181","14.2644"
"72"," 1.2195","-2.7009","14.1994"
"73"," 1.7146","-2.4592","14.3020"
"74"," 1.4882","-1.8894","14.4524"
"75"," 1.3220","-2.3062","14.2586"
"76"," 1.2895","-2.4279","14.1841"
"77"," 0.9032","-2.0524","13.7127"
"78"," 0.7819","-2.0172","13.4849"
"79"," 1.0372","-2.0745","13.8212"
"80"," 1.1693","-1.7512","13.7204"
"81"," 0.8161","-1.4500","13.5969"
"82"," 0.7030","-1.5982","13.5188"
"83"," 0.0434","-1.9425","12.2735"
"84","-0.4300","-2.3243","11.1872"
"85","-0.3542","-2.3905","11.3792"
"86","-0.3989","-2.8957","11.1267"
"87"," 0.1277","-3.3460","12.3268"
"88"," 0.7744","-3.0136","13.5357"
"89"," 1.4505","-2.7423","13.9859"
"90"," 1.5769","-2.1317","14.1343"
"91"," 1.2722","-2.1825","14.3324"
"92"," 1.4025","-1.8764","14.0185"
"93"," 0.8280","-1.5896","13.4264"
"94"," 0.6601","-1.8139","12.8467"
"95"," 0.4679","-2.0348","13.2227"
"96"," 0.6162","-2.0286","13.0606"
"97"," 0.3757","-2.0333","12.4073"
"98"," 0.1870","-2.4959","12.7130"
"99"," 0.1055","-2.7089","12.1743"
"100"," 0.8299","-2.4619","13.7557"
