"","","","FR"
"1"," 0.00000","-2.30259","12.00000"
"2","-0.08917","-2.78456","11.84885"
"3"," 0.35833","-3.40769","12.91103"
"4"," 1.00443","-2.73197","13.95394"
"5"," 1.15715","-2.11871","13.99302"
"6"," 1.39659","-1.99841","14.06930"
"7"," 1.44305","-2.08543","14.57549"
"8"," 1.60223","-1.67400","14.37604"
"9"," 1.32214","-1.47259","13.95612"
"10"," 0.78510","-1.57950","13.53744"
"11"," 0.00933","-1.95924","12.06858"
"12","-0.34145","-2.80056","10.85300"
"13"," 0.10839","-2.94198","11.84422"
"14"," 0.98758","-3.00233","13.62048"
"15"," 1.44526","-2.16578","14.28282"
"16"," 1.03490","-2.26415","13.56830"
"17"," 0.93882","-2.10769","14.01291"
"18"," 0.78432","-1.99320","13.20368"
"19"," 0.83688","-2.15491","13.51333"
"20"," 1.14668","-2.00580","13.91990"
"21"," 1.43422","-1.97406","14.13162"
"22"," 0.91808","-1.42026","13.76601"
"23"," 0.30318","-1.65112","12.86191"
"24","-0.34430","-1.76038","11.16727"
"25","-1.18950","-2.83937"," 7.99370"
"26","-0.75429","-3.48284"," 9.73787"
"27"," 0.18536","-3.53478","12.66901"
"28"," 0.90557","-3.17169","13.43261"
"29"," 1.33461","-2.75869","14.61062"
"30"," 1.96930","-1.98156","14.52510"
"31"," 1.53198","-1.83606","14.55153"
"32"," 1.45500","-2.19999","14.56652"
"33"," 1.17707","-1.88760","13.87535"
"34"," 0.72808","-1.93563","13.65353"
"35"," 0.66777","-2.23098","13.44016"
"36"," 0.57793","-1.79033","13.20679"
"37"," 0.14057","-1.91732","12.43152"
"38","-0.67797","-2.61262"," 9.75767"
"39","-0.35998","-3.29911","10.91237"
"40"," 0.37917","-2.87420","12.80649"
"41"," 1.28547","-2.64967","14.02230"
"42"," 1.30557","-2.21763","14.22024"
"43"," 1.48649","-2.21320","13.73812"
"44"," 1.28899","-2.03118","13.94716"
"45"," 1.25341","-1.81678","13.96934"
"46"," 1.17824","-1.90135","13.78332"
"47"," 1.00395","-1.91386","13.62589"
"48"," 0.89636","-1.64403","13.71747"
"49"," 0.06387","-1.59693","12.49911"
"50","-0.76131","-1.76391"," 9.64558"
"51","-2.88503","-2.81714"," 2.98730"
"52","-3.86734","-4.37019"," 0.84010"
"53","-2.50740","-5.74383"," 3.62725"
"54","-0.75237","-5.63874","10.07184"
"55"," 0.75657","-4.87871","13.42832"
"56"," 1.41939","-4.47047","13.88514"
"57"," 1.39507","-3.90735","13.81121"
"58"," 1.65385","-3.50865","14.49061"
"59"," 1.62638","-2.89175","13.96701"
"60"," 1.54432","-2.61712","14.22783"
"61"," 1.56904","-2.29186","14.42657"
"62"," 1.30516","-1.95715","13.61837"
"63"," 1.24740","-1.71442","13.84950"
"64"," 0.86511","-1.77843","13.67874"
"65"," 0.95769","-2.10571","13.50101"
"66"," 1.30698","-1.74770","13.83685"
"67"," 1.12359","-1.67656","13.87608"
"68"," 0.76338","-1.83603","13.92697"
"69"," 0.66602","-1.87291","13.12761"
"70"," 0.24297","-2.24647","12.53020"
"71"," 0.37406","-2.16857","12.93162"
"72"," 0.26587","-2.13588","12.50387"
"73"," 0.47672","-2.33475","13.07024"
"74"," 1.10723","-2.03977","13.58546"
"75"," 1.01072","-2.04608","13.71380"
"76"," 0.77253","-2.15164","13.79863"
"77"," 0.61182","-1.89063","13.19820"
"78"," 0.51078","-1.38092","12.94098"
"79","-0.37497","-2.18261","11.19362"
"80","-0.48277","-2.44912","10.50695"
"81","-0.80954","-3.06326"," 9.46767"
"82","-0.35771","-3.43636","11.40403"
"83"," 0.47485","-3.10418","12.96502"
"84"," 0.90544","-3.33509","13.70540"
"85"," 1.74690","-2.92739","14.39261"
"86"," 1.55565","-2.33991","14.32748"
"87"," 1.54337","-1.90931","14.48230"
"88"," 1.71936","-1.36849","14.22596"
"89"," 1.37763","-0.92007","14.18607"
"90"," 0.37987","-1.14674","12.54322"
"91","-1.06542","-1.65147"," 9.01779"
"92","-4.46924","-3.25689"," 0.50493"
"93","-3.97949","-6.53036"," 0.72545"
"94","-2.40853","-6.75030"," 3.66157"
"95","-0.16540","-6.46069","11.80074"
"96"," 1.50333","-5.83559","14.42438"
"97"," 1.97252","-5.26256","14.72832"
"98"," 1.76547","-4.73634","14.22211"
"99"," 1.70220","-4.06779","14.18903"
"100"," 2.07261","-3.70038","14.55551"
